,Chromosome,Start,gene_name,gene_id,Strand,"K562 ENCODE, biol_"
35188,chr14,54397002,CDKN3,ENSG00000100526.21,+,96.6875
28937,chr11,86302239,HIKESHI,ENSG00000149196.17,+,96.6875
5753,chr2,85539167,MAT2A,ENSG00000168906.13,+,96.75
24122,chr9,107283278,RAD23B,ENSG00000119318.13,+,96.75
24054,chr9,97633820,NCBP1,ENSG00000136937.13,+,96.875
4900,chr1,212791782,NSL1,ENSG00000117697.15,-,96.9375
47112,chr19,10928681,YIPF2,ENSG00000130733.11,-,96.9375
47254,chr19,14419341,DDX39A,ENSG00000123136.15,-,97.0
6340,chr2,177392745,AGPS,ENSG00000018510.18,+,97.0
15453,chr5,1345099,CLPTM1L,ENSG00000049656.14,-,97.0
50179,chr21,31732075,SCAF4,ENSG00000156304.15,-,97.0625
40369,chr16,67481157,ATP6V0D1,ENSG00000159720.13,-,97.1875
7110,chr2,17753810,SMC6,ENSG00000163029.16,-,97.25
30513,chr11,74949187,XRRA1,ENSG00000166435.17,-,97.25
1261,chr1,92299058,RPAP2,ENSG00000122484.9,+,97.25
50518,chr22,24555998,SNRPD3,ENSG00000100028.12,+,97.3125
8905,chr3,14125051,TMEM43,ENSG00000170876.8,+,97.3125
32876,chr12,21657798,ENSG00000285854,ENSG00000285854.1,-,97.3125
43829,chr17,81860562,P4HB,ENSG00000185624.16,-,97.3125
32614,chr12,2877174,FOXM1,ENSG00000111206.13,-,97.375
36238,chr14,60165398,DHRS7,ENSG00000100612.14,-,97.375
4712,chr1,193059496,UCHL5,ENSG00000116750.14,-,97.375
31887,chr12,57229710,SHMT2,ENSG00000182199.11,+,97.375
19842,chr7,99325897,ARPC1A,ENSG00000241685.10,+,97.4375
5651,chr2,71130633,MPHOSPH10,ENSG00000124383.11,+,97.5
49082,chr20,58389228,VAPB,ENSG00000124164.16,+,97.5
41755,chr17,59707516,VMP1,ENSG00000062716.13,+,97.5
40784,chr17,6641015,TXNDC17,ENSG00000129235.11,+,97.5625
53170,chrX,71068334,SNX12,ENSG00000147164.12,-,97.625
38850,chr16,23641465,DCTN5,ENSG00000166847.10,+,97.625
10003,chr3,140941886,SLC25A36,ENSG00000114120.14,+,97.625
18663,chr6,87702233,AKIRIN2,ENSG00000135334.9,-,97.625
23570,chr8,143829315,PUF60,ENSG00000179950.15,-,97.625
48077,chr19,49929475,NUP62,ENSG00000213024.13,-,97.625
38204,chr15,84716163,SEC11A,ENSG00000140612.14,-,97.6875
47640,chr19,38849986,HNRNPL,ENSG00000104824.18,-,97.6875
26656,chr10,133394156,MTG1,ENSG00000148824.19,+,97.6875
32160,chr12,100267245,SCYL2,ENSG00000136021.19,+,97.6875
21687,chr8,6406646,MCPH1,ENSG00000147316.15,+,97.75
39952,chr16,14630247,PARN,ENSG00000140694.18,-,97.75
7089,chr2,10448327,ODC1,ENSG00000115758.14,-,97.75
13666,chr4,99950275,H2AZ1,ENSG00000164032.12,-,97.8125
14458,chr5,70900773,SERF1A,ENSG00000172058.16,+,97.8125
25644,chr10,7788176,ATP5F1C,ENSG00000165629.20,+,97.8125
9524,chr3,87227308,CHMP2B,ENSG00000083937.10,+,97.875
531,chr1,26921742,NUDC,ENSG00000090273.14,+,97.875
32310,chr12,111686052,ACAD10,ENSG00000111271.15,+,97.875
16717,chr6,26199515,H2BC7,ENSG00000277224.3,+,97.875
3949,chr1,110407694,LAMTOR5,ENSG00000134248.14,-,97.875
18263,chr6,34426071,RPS10-NUDT3,ENSG00000270800.4,-,97.875
35623,chr14,94081309,IFI27L1,ENSG00000165948.11,+,97.9375
41988,chr17,76265347,UBALD2,ENSG00000185262.9,+,98.0
18288,chr6,35921147,SRPK1,ENSG00000096063.16,-,98.0
16611,chr6,10747793,ENSG00000272162,ENSG00000272162.1,+,98.0625
3527,chr1,45521938,PRDX1,ENSG00000117450.15,-,98.0625
12285,chr4,41935128,TMEM33,ENSG00000109133.14,+,98.0625
9823,chr3,128052436,SEC61A1,ENSG00000058262.11,+,98.0625
14369,chr5,65722204,NLN,ENSG00000123213.23,+,98.0625
32444,chr12,121888770,PSMD9,ENSG00000110801.14,+,98.0625
41679,chr17,54968764,STXBP4,ENSG00000166263.13,+,98.125
17938,chr6,7910788,TXNDC5,ENSG00000239264.9,-,98.125
49292,chr20,1466849,NSFL1C,ENSG00000088833.18,-,98.125
10387,chr3,197749882,FYTTD1,ENSG00000122068.13,+,98.125
39091,chr16,47461294,PHKB,ENSG00000102893.18,+,98.1875
10022,chr3,141876642,ATP1B3,ENSG00000069849.11,+,98.25
11737,chr3,177197482,TBL1XR1,ENSG00000177565.19,-,98.25
48724,chr20,31739289,TPX2,ENSG00000088325.16,+,98.3125
43912,chr18,657652,TYMS,ENSG00000176890.16,+,98.375
11612,chr3,156555117,SSR3,ENSG00000114850.7,-,98.375
11824,chr3,185938014,TRA2B,ENSG00000136527.19,-,98.4375
24916,chr9,37592604,TOMM5,ENSG00000175768.13,-,98.5
1322,chr1,100266215,RTCA,ENSG00000137996.13,+,98.5
24994,chr9,83707958,UBQLN1,ENSG00000135018.14,-,98.5625
6644,chr2,218217188,ARPC2,ENSG00000163466.16,+,98.625
37750,chr15,48878054,SHC4,ENSG00000185634.12,-,98.625
31729,chr12,53452128,PCBP2,ENSG00000197111.16,+,98.6875
32250,chr12,107685798,PWP1,ENSG00000136045.12,+,98.6875
36282,chr14,65102470,MAX,ENSG00000125952.21,-,98.6875
48849,chr20,36605816,RAB5IF,ENSG00000101084.19,+,98.6875
19841,chr7,99325878,ENSG00000284292,ENSG00000284292.1,+,98.6875
45135,chr19,9827893,UBL5,ENSG00000198258.11,+,98.6875
18155,chr6,31736530,CLIC1,ENSG00000213719.8,-,98.75
14607,chr5,95555100,ARSK,ENSG00000164291.17,+,98.75
33766,chr12,112409605,RPL6,ENSG00000089009.16,-,98.75
24817,chr9,34126698,DCAF12,ENSG00000198876.13,-,98.8125
32124,chr12,95858951,SNRPF,ENSG00000139343.11,+,98.8125
17701,chr6,143843337,LTV1,ENSG00000135521.9,+,98.8125
9268,chr3,48440256,TMA7,ENSG00000232112.3,+,98.8125
6625,chr2,216109347,XRCC5,ENSG00000079246.16,+,98.8125
18266,chr6,34426069,RPS10,ENSG00000124614.17,-,98.8125
18157,chr6,31795752,VARS1,ENSG00000204394.13,-,98.875
25963,chr10,68956175,DDX21,ENSG00000165732.14,+,98.875
13406,chr4,75514403,RCHY1,ENSG00000163743.14,-,98.9375
27058,chr10,70233434,PPA1,ENSG00000180817.12,-,98.9375
19461,chr7,38178262,STARD3NL,ENSG00000010270.14,+,98.9375
2143,chr1,171485550,PRRC2C,ENSG00000117523.18,+,98.9375
44819,chr19,1104007,GPX4,ENSG00000167468.20,+,98.9375
24712,chr9,19380236,RPS6,ENSG00000137154.13,-,99.0
22473,chr8,125091843,NSMCE2,ENSG00000156831.8,+,99.0
14832,chr5,134845967,C5orf24,ENSG00000181904.9,+,99.0
40964,chr17,16381090,UBB,ENSG00000170315.14,+,99.0
13709,chr4,105474064,PPA2,ENSG00000138777.20,-,99.0
15820,chr5,83077394,TMEM167A,ENSG00000174695.10,-,99.0
46858,chr19,2783273,SGTA,ENSG00000104969.11,-,99.0
32877,chr12,21657794,LDHB,ENSG00000111716.14,-,99.0
3833,chr1,93180413,TMED5,ENSG00000117500.13,-,99.0625
3419,chr1,37808208,YRDC,ENSG00000196449.4,-,99.0625
36232,chr14,59484408,L3HYPDH,ENSG00000126790.12,-,99.0625
32462,chr12,122752823,DENR,ENSG00000139726.11,+,99.125
43541,chr17,65056740,GNA13,ENSG00000120063.10,-,99.1875
2562,chr1,220094131,IARS2,ENSG00000067704.10,+,99.1875
20550,chr7,6059175,EIF2AK1,ENSG00000086232.13,-,99.1875
41302,chr17,39980806,PSMD3,ENSG00000108344.15,+,99.1875
37079,chr15,63504592,USP3,ENSG00000140455.17,+,99.1875
4966,chr1,225924250,PYCR2,ENSG00000143811.20,-,99.25
30228,chr11,64226254,TRPT1,ENSG00000149743.14,-,99.25
27994,chr11,32583830,EIF3M,ENSG00000149100.13,+,99.3125
12363,chr4,56467616,SRP72,ENSG00000174780.17,+,99.3125
13419,chr4,75673401,G3BP2,ENSG00000138757.15,-,99.3125
7942,chr2,149587778,MMADHC,ENSG00000168288.13,-,99.375
52326,chrX,119236284,PGRMC1,ENSG00000101856.10,+,99.375
1380,chr1,109213981,SARS1,ENSG00000031698.13,+,99.4375
20813,chr7,44848082,H2AZ2,ENSG00000105968.19,-,99.4375
41590,chr17,48908406,UBE2Z,ENSG00000159202.18,+,99.4375
39401,chr16,69424666,CYB5B,ENSG00000103018.18,+,99.5
18165,chr6,31958971,NELFE,ENSG00000204356.14,-,99.5
15296,chr5,172983770,ATP6V0E1,ENSG00000113732.9,+,99.5
45460,chr19,18571874,UBA52,ENSG00000221983.8,+,99.5625
35668,chr14,96502440,PAPOLA,ENSG00000090060.19,+,99.5625
19494,chr7,44201011,YKT6,ENSG00000106636.9,+,99.625
33883,chr12,122526936,RSRC2,ENSG00000111011.18,-,99.6875
2473,chr1,207321642,CD55,ENSG00000196352.18,+,99.6875
52348,chrX,120604100,MCTS1,ENSG00000232119.8,+,99.6875
7844,chr2,121736875,NIFK,ENSG00000155438.12,-,99.6875
53770,chrY,20575775,EIF1AY,ENSG00000198692.10,+,99.6875
563,chr1,28236141,ATP5IF1,ENSG00000130770.18,+,99.75
10506,chr3,15427518,METTL6,ENSG00000206562.12,-,99.75
35727,chr14,101964572,DYNC1H1,ENSG00000197102.14,+,99.75
14897,chr5,140175187,CYSTM1,ENSG00000120306.11,+,99.8125
42803,chr17,31901708,UTP6,ENSG00000108651.10,-,99.875
39993,chr16,18790334,RPS15A,ENSG00000134419.15,-,99.875
26082,chr10,79347468,PPIF,ENSG00000108179.14,+,99.9375
20861,chr7,54759246,SEC61G,ENSG00000132432.14,-,99.9375
51107,chr22,28800597,XBP1,ENSG00000100219.17,-,100.0
45329,chr19,16076475,TPM4,ENSG00000167460.17,+,100.0625
3767,chr1,84506273,GNG5,ENSG00000174021.12,-,100.0625
18608,chr6,83193266,PGM3,ENSG00000013375.17,-,100.125
53471,chrX,130165825,AIFM1,ENSG00000156709.15,-,100.125
49284,chr20,1393096,ENSG00000274322,ENSG00000274322.1,-,100.125
15693,chr5,61162468,SMIM15,ENSG00000188725.8,-,100.125
3081,chr1,17054032,SDHB,ENSG00000117118.11,-,100.1875
41660,chr17,51153589,NME1-NME2,ENSG00000011052.21,+,100.25
36893,chr15,43746407,PDIA3,ENSG00000167004.14,+,100.25
8490,chr2,219245478,GLB1L,ENSG00000163521.16,-,100.25
14914,chr5,140647828,IK,ENSG00000113141.19,+,100.25
29145,chr11,114439465,REXO2,ENSG00000076043.11,+,100.25
20953,chr7,76358991,YWHAG,ENSG00000170027.7,-,100.25
37814,chr15,52569030,ARPP19,ENSG00000128989.11,-,100.3125
18324,chr6,38703145,GLO1,ENSG00000124767.7,-,100.3125
14341,chr5,62306205,KIF2A,ENSG00000068796.19,+,100.3125
35923,chr14,22589157,DAD1,ENSG00000129562.11,-,100.3125
49290,chr20,1393074,FKBP1A,ENSG00000088832.18,-,100.3125
11618,chr3,157160147,CCNL1,ENSG00000163660.12,-,100.3125
14448,chr5,70025372,SERF1B,ENSG00000205572.11,+,100.375
35160,chr14,51240246,TMX1,ENSG00000139921.13,+,100.375
16638,chr6,13615334,NOL7,ENSG00000225921.7,+,100.4375
39798,chr16,2777272,ELOB,ENSG00000103363.16,-,100.4375
9765,chr3,122384160,FAM162A,ENSG00000114023.16,+,100.4375
33384,chr12,57547177,DCTN2,ENSG00000175203.17,-,100.5
20370,chr7,148698856,CUL1,ENSG00000055130.18,+,100.5
21026,chr7,92134477,CYP51A1,ENSG00000001630.18,-,100.5
4408,chr1,156728435,ISG20L2,ENSG00000143319.17,-,100.5
16058,chr5,134176964,SKP1,ENSG00000113558.19,-,100.5625
32321,chr12,112013425,ERP29,ENSG00000089248.7,+,100.5625
12375,chr4,56978868,POLR2B,ENSG00000047315.17,+,100.5625
46284,chr19,49085450,SNRNP70,ENSG00000104852.15,+,100.625
38037,chr15,73633389,NPTN,ENSG00000156642.17,-,100.625
50730,chr22,37849371,EIF3L,ENSG00000100129.18,+,100.6875
23000,chr8,51899098,PCMTD1,ENSG00000168300.14,-,100.6875
7193,chr2,27212268,SLC5A6,ENSG00000138074.15,-,100.6875
41853,chr17,68035712,KPNA2,ENSG00000182481.10,+,100.6875
7086,chr2,9630997,YWHAQ,ENSG00000134308.14,-,100.75
30105,chr11,60906585,PRPF19,ENSG00000110107.9,-,100.8125
35575,chr14,90397028,CALM1,ENSG00000198668.14,+,100.8125
37294,chr15,78438215,IREB2,ENSG00000136381.13,+,100.8125
23450,chr8,125091783,WASHC5,ENSG00000164961.16,-,100.875
5530,chr2,55232677,RPS27A,ENSG00000143947.15,+,100.875
39933,chr16,11851542,RSL1D1,ENSG00000171490.13,-,100.875
4832,chr1,205750182,NUCKS1,ENSG00000069275.13,-,100.9375
4706,chr1,186375253,TPR,ENSG00000047410.14,-,101.0625
3147,chr1,21783149,USP48,ENSG00000090686.16,-,101.0625
14753,chr5,126777188,LMNB1,ENSG00000113368.12,+,101.0625
7513,chr2,70293740,SNRPG,ENSG00000143977.14,-,101.0625
14760,chr5,127517655,PRRC1,ENSG00000164244.21,+,101.0625
40234,chr16,50368988,BRD7,ENSG00000166164.17,-,101.125
49307,chr20,2470789,SNRPB,ENSG00000125835.20,-,101.125
34996,chr14,24299849,NOP9,ENSG00000196943.14,+,101.125
39641,chr16,89657739,SPATA33,ENSG00000167523.15,+,101.125
13328,chr4,54064605,CHIC2,ENSG00000109220.11,-,101.1875
32776,chr12,10723307,YBX3,ENSG00000060138.13,-,101.1875
49764,chr20,62937952,DIDO1,ENSG00000101191.17,-,101.25
24644,chr9,4741227,AK3,ENSG00000147853.17,-,101.25
1520,chr1,117929719,WDR3,ENSG00000065183.16,+,101.25
39605,chr16,88706482,CTU2,ENSG00000174177.13,+,101.375
50965,chr22,17628749,ATP6V1E1,ENSG00000131100.13,-,101.375
49394,chr20,17968811,SNX5,ENSG00000089006.17,-,101.4375
52169,chrX,101391011,RPL36A-HNRNPH2,ENSG00000257529.5,+,101.4375
25532,chr9,136410600,ENTR1,ENSG00000165689.17,-,101.4375
15147,chr5,154038992,MFAP3,ENSG00000037749.13,+,101.4375
22349,chr8,98117292,POP1,ENSG00000104356.11,+,101.5
27363,chr10,103396492,ATP5MK,ENSG00000173915.16,-,101.5625
6850,chr2,232550658,EIF4E2,ENSG00000135930.15,+,101.5625
21252,chr7,103344767,DNAJC2,ENSG00000105821.15,-,101.625
52167,chrX,101391010,RPL36A,ENSG00000241343.10,+,101.625
47956,chr19,47515020,NAPA,ENSG00000105402.8,-,101.625
30151,chr11,62573891,EEF1G,ENSG00000254772.10,-,101.6875
36504,chr14,93184897,MOAP1,ENSG00000165943.5,-,101.6875
40641,chr16,89657738,CHMP1A,ENSG00000131165.16,-,101.6875
47668,chr19,39391106,PAF1,ENSG00000006712.15,-,101.6875
21303,chr7,107563920,COG5,ENSG00000164597.15,-,101.75
42166,chr17,82051896,GPS1,ENSG00000169727.14,+,101.75
31646,chr12,51238885,DAZAP2,ENSG00000183283.16,+,101.75
38402,chr16,1309655,UBE2I,ENSG00000103275.21,+,101.75
32292,chr12,110281246,ATP2A2,ENSG00000174437.18,+,101.8125
21292,chr7,106284983,NAMPT,ENSG00000105835.13,-,101.875
33999,chr13,25301624,NUP58,ENSG00000139496.18,+,101.9375
834,chr1,43389881,SZT2,ENSG00000198198.17,+,101.9375
3721,chr1,70205579,LRRC40,ENSG00000066557.6,-,102.0
16606,chr6,10747758,TMEM14B,ENSG00000137210.14,+,102.0625
5393,chr2,32357161,BIRC6,ENSG00000115760.16,+,102.0625
13662,chr4,99894427,LAMTOR3,ENSG00000109270.13,-,102.125
11888,chr3,195443025,ACAP2,ENSG00000114331.16,-,102.1875
30114,chr11,61362283,CYB561A3,ENSG00000162144.10,-,102.25
47197,chr19,12734666,TRIR,ENSG00000123144.11,-,102.25
25488,chr9,133356485,SURF1,ENSG00000148290.10,-,102.25
22146,chr8,60516986,RAB2A,ENSG00000104388.15,+,102.3125
40539,chr16,81006886,ENSG00000286221,ENSG00000286221.1,-,102.375
34124,chr13,45120509,GTF2F2,ENSG00000188342.13,+,102.4375
33566,chr12,93441935,UBE2N,ENSG00000177889.10,-,102.4375
4292,chr1,153977638,JTB,ENSG00000143543.15,-,102.5
18763,chr6,109382444,CD164,ENSG00000135535.17,-,102.5
43,chr1,2391774,RER1,ENSG00000157916.20,+,102.5
15832,chr5,88268857,TMEM161B,ENSG00000164180.14,-,102.5625
10135,chr3,158644596,GFM1,ENSG00000168827.15,+,102.5625
41899,chr17,74203677,RPL38,ENSG00000172809.13,+,102.625
52333,chrX,119574562,UBE2A,ENSG00000077721.17,+,102.625
49354,chr20,5119958,PCNA,ENSG00000132646.11,-,102.625
10437,chr3,9986841,EMC3,ENSG00000125037.13,-,102.6875
14053,chr4,182917379,DCTD,ENSG00000129187.15,-,102.6875
40795,chr17,7012631,RNASEK,ENSG00000219200.12,+,102.6875
1395,chr1,109548614,GNAI3,ENSG00000065135.12,+,102.75
43270,chr17,48101478,CBX1,ENSG00000108468.15,-,102.75
14209,chr5,34915710,BRIX1,ENSG00000113460.13,+,102.75
45726,chr19,35648322,COX6B1,ENSG00000126267.11,+,102.8125
49748,chr20,59042805,PRELID3B,ENSG00000101166.16,-,102.8125
493,chr1,26280085,SH3BGRL3,ENSG00000142669.15,+,102.8125
25915,chr10,58269161,CISD1,ENSG00000122873.12,+,102.8125
53188,chrX,72277248,RPS4X,ENSG00000198034.11,-,102.875
39321,chr16,67562525,CTCF,ENSG00000102974.16,+,102.875
30633,chr11,86069059,PICALM,ENSG00000073921.18,-,103.0
51073,chr22,24555935,GUCD1,ENSG00000138867.17,-,103.0625
8298,chr2,200864658,CLK1,ENSG00000013441.17,-,103.125
20889,chr7,66995533,SBDS,ENSG00000126524.12,-,103.25
11210,chr3,112561916,ATG3,ENSG00000144848.11,-,103.25
14887,chr5,139561338,UBE2D2,ENSG00000131508.17,+,103.25
49797,chr20,63707976,ARFRP1,ENSG00000101246.20,-,103.25
41891,chr17,73232232,C17orf80,ENSG00000141219.16,+,103.25
1150,chr1,74733151,TYW3,ENSG00000162623.16,+,103.25
15289,chr5,172834327,ERGIC1,ENSG00000113719.17,+,103.3125
20144,chr7,127588410,ARF5,ENSG00000004059.11,+,103.375
19794,chr7,92245973,ANKIB1,ENSG00000001629.10,+,103.375
37870,chr15,58749707,ADAM10,ENSG00000137845.15,-,103.375
33718,chr12,110450337,ARPC3,ENSG00000111229.16,-,103.375
11409,chr3,129183910,CNBP,ENSG00000169714.17,-,103.4375
3620,chr1,53238499,MAGOH,ENSG00000162385.11,-,103.4375
39633,chr16,89560682,RPL13,ENSG00000167526.14,+,103.5
11491,chr3,139389647,COPB2,ENSG00000184432.11,-,103.5
6187,chr2,159712498,MARCHF7,ENSG00000136536.15,+,103.5
51938,chrX,54530210,GNL3L,ENSG00000130119.17,+,103.5625
349,chr1,19597066,MICOS10-NBL1,ENSG00000270136.6,+,103.625
18588,chr6,79234656,HMGN3,ENSG00000118418.16,-,103.625
17517,chr6,112087590,FAM229B,ENSG00000203778.8,+,103.75
42340,chr17,4366628,UBE2G1,ENSG00000132388.13,-,103.8125
27246,chr10,96587012,TM9SF3,ENSG00000077147.16,-,103.8125
7915,chr2,135985626,DARS1,ENSG00000115866.11,-,103.8125
10987,chr3,53256000,TKT,ENSG00000163931.17,-,103.8125
26931,chr10,46030615,NCOA4,ENSG00000266412.6,-,103.8125
136,chr1,7961710,PARK7,ENSG00000116288.13,+,103.8125
39468,chr16,74296820,PSMD7,ENSG00000103035.11,+,103.875
41103,chr17,28357646,TMEM199,ENSG00000244045.13,+,103.875
16684,chr6,24667034,ACOT13,ENSG00000112304.11,+,103.875
12243,chr4,39459044,LIAS,ENSG00000121897.15,+,103.875
49258,chr20,543732,CSNK2A1,ENSG00000101266.19,-,103.875
37707,chr15,43824690,MFAP1,ENSG00000140259.7,-,103.9375
49710,chr20,56392295,AURKA,ENSG00000087586.18,-,104.0
37612,chr15,40039181,SRP14,ENSG00000140319.11,-,104.0
51211,chr22,36388001,MYH9,ENSG00000100345.23,-,104.0625
28945,chr11,87037949,TMEM135,ENSG00000166575.17,+,104.0625
46613,chr19,55655034,U2AF2,ENSG00000063244.14,+,104.0625
13606,chr4,88523776,PYURF,ENSG00000145337.5,-,104.125
40540,chr16,81006885,CMC2,ENSG00000103121.9,-,104.125
22614,chr8,144358556,SLC52A2,ENSG00000185803.12,+,104.125
15930,chr5,112922289,REEP5,ENSG00000129625.13,-,104.1875
27340,chr10,102120368,LDB1,ENSG00000198728.11,-,104.25
35265,chr14,61695512,HIF1A,ENSG00000100644.17,+,104.25
28828,chr11,74171288,PPME1,ENSG00000214517.10,+,104.3125
23031,chr8,55773378,TMEM68,ENSG00000167904.16,-,104.3125
14408,chr5,69093990,SLC30A5,ENSG00000145740.20,+,104.375
10745,chr3,47781893,SMARCC1,ENSG00000173473.11,-,104.375
18755,chr6,107958208,SEC63,ENSG00000025796.14,-,104.4375
14381,chr5,66144299,SREK1,ENSG00000153914.16,+,104.5
43857,chr17,82051811,RFNG,ENSG00000169733.12,-,104.5
3313,chr1,32222343,TMEM234,ENSG00000160055.20,-,104.625
43582,chr17,73232320,FAM104A,ENSG00000133193.13,-,104.625
15603,chr5,41870425,OXCT1,ENSG00000083720.13,-,104.6875
7897,chr2,131093428,FAM168B,ENSG00000152102.18,-,104.6875
18497,chr6,53348926,ELOVL5,ENSG00000012660.14,-,104.6875
40508,chr16,75433503,CFDP1,ENSG00000153774.9,-,104.6875
11773,chr3,180989710,DNAJC19,ENSG00000205981.9,-,104.75
583,chr1,28736939,YTHDF2,ENSG00000198492.16,+,104.75
4704,chr1,185317243,IVNS1ABP,ENSG00000116679.16,-,104.75
32410,chr12,120496081,DYNLL1,ENSG00000088986.11,+,104.75
23769,chr9,33817159,UBE2R2,ENSG00000107341.5,+,104.8125
13016,chr4,183659266,TRAPPC11,ENSG00000168538.16,+,104.875
7721,chr2,96305546,SNRNP200,ENSG00000144028.15,-,104.9375
44701,chr18,68715108,TMX3,ENSG00000166479.10,-,104.9375
25767,chr10,27504303,RAB18,ENSG00000099246.18,+,104.9375
35075,chr14,35046377,FAM177A1,ENSG00000151327.14,+,104.9375
26864,chr10,32958280,ITGB1,ENSG00000150093.20,-,104.9375
29691,chr11,9314567,TMEM41B,ENSG00000166471.11,-,104.9375
5312,chr2,27217407,CAD,ENSG00000084774.14,+,105.0
33308,chr12,56300330,CS,ENSG00000062485.19,-,105.0
40527,chr16,75647665,KARS1,ENSG00000065427.15,-,105.0
30145,chr11,61967607,FTH1,ENSG00000167996.16,-,105.125
47681,chr19,39846379,FBL,ENSG00000105202.9,-,105.125
17138,chr6,41787661,TOMM6,ENSG00000214736.8,+,105.125
5277,chr2,26034083,RAB10,ENSG00000084733.11,+,105.1875
23037,chr8,56074498,RPS20,ENSG00000008988.11,-,105.1875
33088,chr12,48957487,ARF3,ENSG00000134287.10,-,105.25
22415,chr8,109334323,ENY2,ENSG00000120533.13,+,105.25
3542,chr1,46303616,LRRC41,ENSG00000132128.18,-,105.25
19468,chr7,39623571,RALA,ENSG00000006451.8,+,105.3125
30451,chr11,72103297,LAMTOR1,ENSG00000149357.10,-,105.3125
42876,chr17,36534927,MYO19,ENSG00000278259.5,-,105.375
27829,chr11,8682787,RPL27A,ENSG00000166441.13,+,105.375
25288,chr9,121201869,RAB14,ENSG00000119396.12,-,105.4375
20577,chr7,10940153,NDUFA4,ENSG00000189043.10,-,105.5
30553,chr11,78079865,NDUFC2-KCTD14,ENSG00000259112.2,-,105.5
46325,chr19,49665932,BCL2L12,ENSG00000126453.11,+,105.5
23893,chr9,70258977,SMC5,ENSG00000198887.9,+,105.5625
13060,chr4,674276,ATP5ME,ENSG00000169020.10,-,105.625
23811,chr9,35749286,RGP1,ENSG00000107185.10,+,105.625
30555,chr11,78079862,NDUFC2,ENSG00000151366.13,-,105.6875
5271,chr2,24793424,CENPO,ENSG00000138092.11,+,105.75
21324,chr7,108569750,THAP5,ENSG00000177683.14,-,105.75
16489,chr5,179806866,MGAT4B,ENSG00000161013.17,-,105.75
13250,chr4,39458923,RPL9,ENSG00000163682.17,-,105.75
38520,chr16,2752637,SRRM2,ENSG00000167978.19,+,105.75
18158,chr6,31806966,LSM2,ENSG00000204392.11,-,105.75
21106,chr7,96709826,SEM1,ENSG00000127922.10,-,105.75
22017,chr8,38996913,ADAM9,ENSG00000168615.13,+,105.8125
37836,chr15,55196958,RSL24D1,ENSG00000137876.11,-,105.875
32407,chr12,120446443,GATC,ENSG00000257218.6,+,105.875
40071,chr16,28211965,XPO6,ENSG00000169180.12,-,105.9375
49403,chr20,20052466,CRNKL1,ENSG00000101343.15,-,105.9375
47987,chr19,48391551,KDELR1,ENSG00000105438.9,-,106.125
16320,chr5,154038910,FAM114A2,ENSG00000055147.19,-,106.125
16055,chr5,134004742,VDAC1,ENSG00000213585.11,-,106.125
27729,chr11,4094798,RRM1,ENSG00000167325.15,+,106.125
40565,chr16,84116942,MBTPS1,ENSG00000140943.18,-,106.125
21377,chr7,123749003,WASL,ENSG00000106299.8,-,106.125
41098,chr17,28319201,TMEM97,ENSG00000109084.14,+,106.1875
42648,chr17,17281246,COPS3,ENSG00000141030.13,-,106.25
28719,chr11,68903890,IGHMBP2,ENSG00000132740.10,+,106.25
38505,chr16,2513975,ATP6V0C,ENSG00000185883.12,+,106.25
25240,chr9,113410382,POLE3,ENSG00000148229.13,-,106.25
6452,chr2,197500412,HSPE1-MOB4,ENSG00000270757.1,+,106.25
36428,chr14,77708023,ALKBH1,ENSG00000100601.10,-,106.25
29097,chr11,112086871,SDHD,ENSG00000204370.13,+,106.25
18457,chr6,49463253,MMUT,ENSG00000146085.8,-,106.375
51591,chrX,13734747,OFD1,ENSG00000046651.16,+,106.4375
416,chr1,23019467,KDM1A,ENSG00000004487.18,+,106.5
46421,chr19,52190050,PPP2R1A,ENSG00000105568.19,+,106.5
26342,chr10,99732233,CUTC,ENSG00000119929.13,+,106.5625
5691,chr2,73926879,DGUOK,ENSG00000114956.20,+,106.5625
8303,chr2,200889303,PPIL3,ENSG00000240344.10,-,106.625
42543,chr17,8383193,RPL26,ENSG00000161970.15,-,106.625
52614,chrX,153794667,SSR4,ENSG00000180879.14,+,106.6875
41657,chr17,51153577,NME1,ENSG00000239672.8,+,106.6875
341,chr1,19596978,MICOS10,ENSG00000173436.15,+,106.6875
43924,chr18,3262132,MYL12B,ENSG00000118680.14,+,106.75
14590,chr5,86617972,COX7C,ENSG00000127184.13,+,106.75
45875,chr19,38647659,ACTN4,ENSG00000130402.14,+,106.8125
33827,chr12,120446384,TRIAP1,ENSG00000170855.4,-,106.8125
37935,chr15,64989911,SPG21,ENSG00000090487.11,-,106.875
46209,chr19,47130837,SAE1,ENSG00000142230.13,+,106.875
28465,chr11,64186170,STIP1,ENSG00000168439.17,+,106.9375
17693,chr6,143450804,PEX3,ENSG00000034693.15,+,106.9375
12329,chr4,53377695,FIP1L1,ENSG00000145216.17,+,107.0
33105,chr12,49131395,TUBA1B,ENSG00000123416.15,-,107.0
23997,chr9,89311194,CKS2,ENSG00000123975.5,+,107.0
10908,chr3,50350775,NPRL2,ENSG00000114388.14,-,107.0
30932,chr11,119057157,HYOU1,ENSG00000149428.21,-,107.0625
35224,chr14,58244903,PSMA3,ENSG00000100567.13,+,107.0625
19187,chr7,2354881,EIF3B,ENSG00000106263.19,+,107.125
37103,chr15,65530462,HACD3,ENSG00000074696.13,+,107.125
