,Chromosome,Start,gene_name,gene_id,Strand,"GM12878 ENCODE, biol_"
6068,chr2,130182223,MZT2B,ENSG00000152082.15,+,189.625
47674,chr19,39540161,EID2,ENSG00000176396.11,-,189.625
31997,chr12,68808190,MDM2,ENSG00000135679.27,+,189.625
40005,chr16,19718227,KNOP1,ENSG00000103550.14,-,189.75
49573,chr20,44210771,OSER1,ENSG00000132823.11,-,189.75
34222,chr13,72782139,PIBF1,ENSG00000083535.16,+,189.75
25482,chr9,133348131,MED22,ENSG00000148297.16,-,189.75
25334,chr9,124861915,RPL35,ENSG00000136942.15,-,189.75
43421,chr17,59707430,PTRH2,ENSG00000141378.15,-,189.75
40801,chr17,7014768,C17orf49,ENSG00000258315.5,+,189.75
9606,chr3,101561867,TRMT10C,ENSG00000174173.7,+,189.75
20507,chr7,1570032,PSMG3,ENSG00000157778.9,-,189.75
36825,chr15,41417094,RTF1,ENSG00000137815.15,+,189.875
24664,chr9,7799778,DMAC1,ENSG00000137038.8,-,189.875
4155,chr1,150579597,MCL1,ENSG00000143384.14,-,189.875
31320,chr12,12717367,CDKN1B,ENSG00000111276.12,+,189.875
14915,chr5,140664903,WDR55,ENSG00000120314.19,+,190.0
12794,chr4,140373648,SCOC,ENSG00000153130.18,+,190.0
17974,chr6,13711835,RANBP9,ENSG00000010017.13,-,190.0
16396,chr5,172188224,STK10,ENSG00000072786.13,-,190.0
15273,chr5,171387756,NPM1,ENSG00000181163.14,+,190.0
27087,chr10,72626079,MICU1,ENSG00000107745.20,-,190.0
24759,chr9,26892803,CAAP1,ENSG00000120159.13,-,190.125
29266,chr11,121292770,SC5D,ENSG00000109929.10,+,190.125
34137,chr13,48037725,NUDT15,ENSG00000136159.4,+,190.125
18798,chr6,112087482,TUBE1,ENSG00000074935.14,-,190.125
3710,chr1,67430372,SERBP1,ENSG00000142864.15,-,190.125
26856,chr10,32347121,EPC1,ENSG00000120616.16,-,190.25
4377,chr1,155978547,ARHGEF2,ENSG00000116584.22,-,190.25
23418,chr8,123042302,DERL1,ENSG00000136986.10,-,190.25
10234,chr3,182793503,ATP11B,ENSG00000058063.16,+,190.25
27092,chr10,73096850,P4HA1,ENSG00000122884.13,-,190.25
49848,chr21,29298921,BACH1,ENSG00000156273.16,+,190.375
27085,chr10,72354919,DNAJB12,ENSG00000148719.16,-,190.375
40885,chr17,7687439,WRAP53,ENSG00000141499.18,+,190.375
13436,chr4,76148445,NUP54,ENSG00000138750.16,-,190.375
15467,chr5,6378547,MED10,ENSG00000133398.4,-,190.375
42676,chr17,18363451,SHMT1,ENSG00000176974.21,-,190.375
35082,chr14,35122548,ENSG00000258790,ENSG00000258790.1,+,190.375
27347,chr10,102502712,ACTR1A,ENSG00000138107.13,-,190.375
37438,chr15,90717362,BLM,ENSG00000197299.13,+,190.375
47744,chr19,41959275,RABAC1,ENSG00000105404.11,-,190.5
49507,chr20,35664886,CPNE1,ENSG00000214078.13,-,190.5
5079,chr1,243255281,CEP170,ENSG00000143702.16,-,190.5
47385,chr19,18543577,FKBP8,ENSG00000105701.16,-,190.5
18644,chr6,85642951,SYNCRIP,ENSG00000135316.20,-,190.5
45109,chr19,8444974,HNRNPM,ENSG00000099783.13,+,190.5
50437,chr22,20917406,CRKL,ENSG00000099942.13,+,190.5
28605,chr11,66052330,SF3B2,ENSG00000087365.16,+,190.625
45300,chr19,14529593,TECR,ENSG00000099797.15,+,190.625
34898,chr14,23095524,C14orf119,ENSG00000179933.6,+,190.625
42747,chr17,28645158,BLTP2,ENSG00000007202.16,-,190.625
2948,chr1,6199595,RPL22,ENSG00000116251.11,-,190.625
38020,chr15,72272554,PARP6,ENSG00000137817.17,-,190.625
14417,chr5,69234885,CDK7,ENSG00000134058.12,+,190.625
6547,chr2,203328391,ABI2,ENSG00000138443.17,+,190.625
7509,chr2,70248628,TIA1,ENSG00000116001.17,-,190.75
18223,chr6,33314078,TAPBP,ENSG00000231925.14,-,190.75
29539,chr11,3840959,RHOG,ENSG00000177105.10,-,190.75
25221,chr9,112718107,INIP,ENSG00000148153.14,-,190.75
50319,chr21,44818051,SUMO3,ENSG00000184900.16,-,190.75
44164,chr18,41955255,PIK3C3,ENSG00000078142.14,+,190.75
14140,chr5,1801414,NDUFS6,ENSG00000145494.12,+,190.75
8762,chr3,9649511,MTMR14,ENSG00000163719.20,+,190.75
6412,chr2,189661520,ASDURF,ENSG00000286053.2,+,190.75
9505,chr3,72996810,PPP4R2,ENSG00000163605.16,+,190.875
14732,chr5,122775079,SNX2,ENSG00000205302.7,+,190.875
15613,chr5,43313412,HMGCS1,ENSG00000112972.15,-,190.875
7238,chr2,32039805,DPY30,ENSG00000162961.14,-,190.875
19279,chr7,16646194,BZW2,ENSG00000136261.16,+,190.875
10806,chr3,48898904,SLC25A20,ENSG00000178537.10,-,190.875
605,chr1,31297031,ZCCHC17,ENSG00000121766.16,+,190.875
17392,chr6,83859688,CYB5R4,ENSG00000065615.14,+,190.875
27280,chr10,98446913,HPS1,ENSG00000107521.21,-,190.875
46503,chr19,54115753,PRPF31,ENSG00000105618.14,+,191.0
50564,chr22,29268267,EWSR1,ENSG00000182944.18,+,191.0
42726,chr17,28335449,IFT20,ENSG00000109083.14,-,191.0
31124,chr12,2812667,ITFG2,ENSG00000111203.13,+,191.0
45691,chr19,35268977,USF2,ENSG00000105698.16,+,191.125
45642,chr19,35000322,GRAMD1A,ENSG00000089351.15,+,191.125
33668,chr12,106248020,CKAP4,ENSG00000136026.14,-,191.125
27457,chr10,118754970,CACUL1,ENSG00000151893.15,-,191.125
21138,chr7,99466161,ATP5MF,ENSG00000241468.8,-,191.125
2950,chr1,6235964,ICMT,ENSG00000116237.16,-,191.25
29986,chr11,47426439,PSMC3,ENSG00000165916.9,-,191.25
40768,chr17,5420181,RPAIN,ENSG00000129197.15,+,191.25
46193,chr19,46347086,PPP5C,ENSG00000011485.15,+,191.25
11913,chr3,196503768,RNF168,ENSG00000163961.4,-,191.25
25403,chr9,128947603,DOLK,ENSG00000175283.8,-,191.375
23838,chr9,37422695,GRHPR,ENSG00000137106.18,+,191.375
45495,chr19,19516224,NDUFA13,ENSG00000186010.19,+,191.5
14051,chr4,177442437,AGA,ENSG00000038002.9,-,191.5
13348,chr4,56977606,NOA1,ENSG00000084092.7,-,191.5
49682,chr20,50931364,ADNP,ENSG00000101126.18,-,191.5
8578,chr2,230220013,SP110,ENSG00000135899.20,-,191.5
43797,chr17,81637112,NPLOC4,ENSG00000182446.15,-,191.5
4702,chr1,184974508,NIBAN1,ENSG00000135842.17,-,191.5
53593,chrX,150898668,CD99L2,ENSG00000102181.22,-,191.5
28487,chr11,64241094,FKBP2,ENSG00000173486.14,+,191.5
3751,chr1,77683419,ZZZ3,ENSG00000036549.13,-,191.625
37269,chr15,75843446,UBE2Q2,ENSG00000140367.12,+,191.625
27865,chr11,10751245,CTR9,ENSG00000198730.9,+,191.625
47270,chr19,14572066,NDUFB7,ENSG00000099795.7,-,191.625
7474,chr2,65130106,RAB1A,ENSG00000138069.18,-,191.625
2892,chr1,1724357,CDK11A,ENSG00000008128.23,-,191.625
50683,chr22,35400139,MCM5,ENSG00000100297.16,+,191.75
18398,chr6,43014279,MEA1,ENSG00000124733.5,-,191.75
43893,chr17,82648444,WDR45B,ENSG00000141580.16,-,191.75
26458,chr10,110567694,SMC3,ENSG00000108055.11,+,191.75
24386,chr9,129111313,PTPA,ENSG00000119383.21,+,191.75
10211,chr3,179562925,ACTL6A,ENSG00000136518.17,+,191.75
52654,chrX,154547637,IKBKG,ENSG00000269335.7,+,191.75
3843,chr1,93909456,GCLM,ENSG00000023909.10,-,191.75
11147,chr3,94062916,DHFR2,ENSG00000178700.9,-,191.875
34426,chr13,21459303,ZDHHC20,ENSG00000180776.17,-,191.875
35396,chr14,73136452,PSEN1,ENSG00000080815.20,+,191.875
52828,chrX,20141838,EIF1AX,ENSG00000173674.11,-,192.0
12797,chr4,141220894,ZNF330,ENSG00000109445.11,+,192.0
41999,chr17,76726829,METTL23,ENSG00000181038.14,+,192.0
17803,chr6,158168349,GTF2H5,ENSG00000272047.4,+,192.0
12169,chr4,17810978,NCAPG,ENSG00000109805.10,+,192.125
17684,chr6,142147256,VTA1,ENSG00000009844.16,+,192.125
50029,chr21,42893308,NDUFV3,ENSG00000160194.18,+,192.125
28524,chr11,65014179,ARL2,ENSG00000213465.8,+,192.125
29535,chr11,3797554,NUP98,ENSG00000110713.18,-,192.125
11812,chr3,184712064,MAGEF1,ENSG00000177383.5,-,192.125
3295,chr1,31296788,SNRNP40,ENSG00000060688.13,-,192.25
2665,chr1,228140301,GUK1,ENSG00000143774.18,+,192.25
36760,chr15,38454126,FAM98B,ENSG00000171262.11,+,192.25
45476,chr19,18831958,UPF1,ENSG00000005007.14,+,192.25
13954,chr4,154550397,PLRG1,ENSG00000171566.12,-,192.25
32904,chr12,24949101,BCAT1,ENSG00000060982.15,-,192.25
11265,chr3,120094447,GSK3B,ENSG00000082701.17,-,192.375
18034,chr6,26056470,H1-2,ENSG00000187837.4,-,192.375
27234,chr10,95693926,TCTN3,ENSG00000119977.22,-,192.375
15185,chr5,160009126,TTC1,ENSG00000113312.12,+,192.375
43363,chr17,56914049,TRIM25,ENSG00000121060.19,-,192.375
37861,chr15,56733494,ZNF280D,ENSG00000137871.21,-,192.375
12594,chr4,98995720,METAP1,ENSG00000164024.12,+,192.5
49591,chr20,44960397,TOMM34,ENSG00000025772.8,-,192.5
3914,chr1,108963427,CLCC1,ENSG00000121940.17,-,192.5
19108,chr6,166342545,SFT2D1,ENSG00000198818.10,-,192.5
22788,chr8,18084142,ASAH1,ENSG00000104763.20,-,192.5
37088,chr15,64095992,SNX1,ENSG00000028528.15,+,192.5
7244,chr2,33599291,FAM98A,ENSG00000119812.20,-,192.5
47480,chr19,29213151,UQCRFS1,ENSG00000169021.6,-,192.5
36152,chr14,50532569,MAP4K5,ENSG00000012983.12,-,192.5
705,chr1,36224442,THRAP3,ENSG00000054118.15,+,192.625
44273,chr18,59139883,SEC11C,ENSG00000166562.9,+,192.625
31718,chr12,53441731,PRR13,ENSG00000205352.11,+,192.75
18628,chr6,85593858,SNX14,ENSG00000135317.14,-,192.75
24355,chr9,128504730,GLE1,ENSG00000119392.16,+,192.75
52644,chrX,154444140,FAM50A,ENSG00000071859.15,+,192.75
37121,chr15,66386911,MAP2K1,ENSG00000169032.11,+,192.75
22127,chr8,56211755,CHCHD7,ENSG00000170791.18,+,192.75
43628,chr17,75131744,NT5C,ENSG00000125458.7,-,192.75
10622,chr3,37176360,LRRFIP2,ENSG00000093167.18,-,192.75
43479,chr17,63741782,STRADA,ENSG00000266173.7,-,192.75
452,chr1,24643272,SRRM1,ENSG00000133226.19,+,192.75
34316,chr13,108218391,ABHD13,ENSG00000139826.6,+,192.75
3640,chr1,54053204,TMEM59,ENSG00000116209.12,-,192.75
27983,chr11,30323103,ARL14EP,ENSG00000152219.5,+,192.75
1118,chr1,66930242,MIER1,ENSG00000198160.15,+,192.875
31898,chr12,57522823,MBD6,ENSG00000166987.15,+,192.875
13359,chr4,67701155,UBA6,ENSG00000033178.13,-,192.875
31065,chr11,130916451,SNX19,ENSG00000120451.11,-,192.875
40186,chr16,31094956,ENSG00000255439,ENSG00000255439.6,-,192.875
2264,chr1,184051650,TSEN15,ENSG00000198860.14,+,192.875
5391,chr2,32277903,YIPF4,ENSG00000119820.11,+,193.0
13120,chr4,2963368,NOP14,ENSG00000087269.16,-,193.0
30220,chr11,63671376,ATL3,ENSG00000184743.13,-,193.0
41433,chr17,43483974,DHX8,ENSG00000067596.12,+,193.0
34199,chr13,52455466,CKAP2,ENSG00000136108.15,+,193.0
17162,chr6,42984552,PPP2R5D,ENSG00000112640.16,+,193.125
22384,chr8,103415385,DCAF13,ENSG00000164934.15,+,193.125
6411,chr2,189661458,ASNSD1,ENSG00000138381.10,+,193.125
42513,chr17,8162932,VAMP2,ENSG00000220205.10,-,193.125
17943,chr6,8102530,EEF1E1-BLOC1S5,ENSG00000265818.1,-,193.25
21978,chr8,37736633,ERLIN2,ENSG00000147475.17,+,193.25
28690,chr11,67483067,AIP,ENSG00000110711.11,+,193.25
2593,chr1,224356870,CNIH4,ENSG00000143771.12,+,193.25
24317,chr9,128160264,BBLN,ENSG00000171159.5,+,193.25
5070,chr1,241519755,FH,ENSG00000091483.8,-,193.25
49456,chr20,31952046,PDRG1,ENSG00000088356.6,-,193.25
30459,chr11,72112780,ANAPC15,ENSG00000110200.9,-,193.375
33816,chr12,120116767,RAB35,ENSG00000111737.12,-,193.375
15046,chr5,146203604,RBM27,ENSG00000091009.8,+,193.375
2872,chr1,1375207,AURKAIP1,ENSG00000175756.14,-,193.375
9461,chr3,62319021,C3orf14,ENSG00000114405.11,+,193.375
36980,chr15,49621047,DTWD1,ENSG00000104047.15,+,193.375
27885,chr11,13668667,FAR1,ENSG00000197601.14,+,193.5
37775,chr15,50765706,SPPL2A,ENSG00000138600.11,-,193.5
40678,chr17,1830004,RPA1,ENSG00000132383.12,+,193.5
48500,chr20,2652631,NOP56,ENSG00000101361.17,+,193.5
2660,chr1,228082788,ARF1,ENSG00000143761.17,+,193.5
47891,chr19,45691917,SNRPD2,ENSG00000125743.11,-,193.5
2103,chr1,168226003,SFT2D2,ENSG00000213064.10,+,193.5
37271,chr15,75903877,FBXO22,ENSG00000167196.14,+,193.5
40284,chr16,57186032,PSME3IP1,ENSG00000172775.18,-,193.625
42122,chr17,81637171,TSPAN10,ENSG00000182612.11,+,193.625
2770,chr1,244835657,COX20,ENSG00000203667.10,+,193.625
10151,chr3,160399649,SMC4,ENSG00000113810.16,+,193.625
34687,chr13,72782096,DIS3,ENSG00000083520.15,-,193.625
52363,chrX,123961738,STAG2,ENSG00000101972.20,+,193.625
34732,chr13,98577107,STK24,ENSG00000102572.15,-,193.625
5759,chr2,85595724,RNF181,ENSG00000168894.10,+,193.75
2736,chr1,236795291,MTR,ENSG00000116984.15,+,193.75
22879,chr8,27772627,CCDC25,ENSG00000147419.19,-,193.75
34103,chr13,41311279,NAA16,ENSG00000172766.19,+,193.75
42132,chr17,81703366,MRPL12,ENSG00000262814.8,+,193.875
12975,chr4,165327668,MSMO1,ENSG00000052802.13,+,193.875
7632,chr2,85327985,TGOLN2,ENSG00000152291.15,-,193.875
38308,chr15,101652376,TM2D3,ENSG00000184277.13,-,193.875
4964,chr1,225924278,ENSG00000255835,ENSG00000255835.1,-,193.875
36478,chr14,91510478,PPP4R3A,ENSG00000100796.18,-,193.875
37428,chr15,90265671,NGRN,ENSG00000182768.9,+,193.875
49175,chr20,62302996,ADRM1,ENSG00000130706.13,+,194.0
26344,chr10,100347232,SCD,ENSG00000099194.6,+,194.0
8977,chr3,28241618,CMC1,ENSG00000187118.14,+,194.0
31404,chr12,22625191,ETNK1,ENSG00000139163.16,+,194.0
32221,chr12,105107730,WASHC4,ENSG00000136051.15,+,194.125
36086,chr14,35404746,NFKBIA,ENSG00000100906.12,-,194.125
29992,chr11,47553132,CELF1,ENSG00000149187.19,-,194.125
50814,chr22,41301524,ZC3H7B,ENSG00000100403.12,+,194.25
51180,chr22,32412247,RTCB,ENSG00000100220.12,-,194.25
43332,chr17,50373184,MRPL27,ENSG00000108826.16,-,194.25
17815,chr6,159727505,WTAP,ENSG00000146457.16,+,194.25
35196,chr14,55027229,SOCS4,ENSG00000180008.9,+,194.25
4769,chr1,202144737,ARL8A,ENSG00000143862.8,-,194.25
33238,chr12,54280122,CBX5,ENSG00000094916.16,-,194.25
43257,chr17,47189295,CDC27,ENSG00000004897.12,-,194.25
29178,chr11,118359599,UBE4A,ENSG00000110344.10,+,194.375
16757,chr6,27838568,H2BC15,ENSG00000233822.6,+,194.375
10375,chr3,196568610,FBXO45,ENSG00000174013.8,+,194.375
44552,chr18,46917503,PIAS2,ENSG00000078043.16,-,194.375
40177,chr16,30894077,BCL7C,ENSG00000099385.12,-,194.5
10212,chr3,179604786,NDUFB5,ENSG00000136521.13,+,194.5
21934,chr8,30095424,LEPROTL1,ENSG00000104660.19,+,194.5
43749,chr17,78840887,USP36,ENSG00000055483.20,-,194.5
18067,chr6,27893185,H2AC17,ENSG00000278677.2,-,194.5
14903,chr5,140401832,ANKHD1,ENSG00000131503.21,+,194.5
49071,chr20,57351222,RAE1,ENSG00000101146.13,+,194.5
5570,chr2,63588962,MDH1,ENSG00000014641.21,+,194.625
49891,chr21,33543049,SON,ENSG00000159140.23,+,194.625
6413,chr2,189661518,ENSG00000286165,ENSG00000286165.1,+,194.75
27581,chr11,236975,PSMD13,ENSG00000185627.19,+,194.75
29621,chr11,6603616,RRP8,ENSG00000132275.11,-,194.75
6245,chr2,169584350,PPIG,ENSG00000138398.17,+,194.75
35153,chr14,50532508,ATL1,ENSG00000198513.14,+,194.75
51726,chrX,40580981,ATP6AP2,ENSG00000182220.15,+,194.75
50639,chr22,31399603,DRG1,ENSG00000185721.13,+,194.75
15096,chr5,150000738,HMGXB3,ENSG00000113716.13,+,194.75
44000,chr18,12703022,PSMG2,ENSG00000128789.22,+,194.75
31338,chr12,14774404,H2AJ,ENSG00000246705.5,+,194.875
14712,chr5,119452496,HSD17B4,ENSG00000133835.18,+,194.875
29188,chr11,118401606,ENSG00000285827,ENSG00000285827.1,+,194.875
18900,chr6,132513116,STX7,ENSG00000079950.14,-,194.875
48964,chr20,45363138,SYS1,ENSG00000204070.10,+,194.875
7496,chr2,69387227,GFPT1,ENSG00000198380.13,-,194.875
49210,chr20,63708038,ZGPAT,ENSG00000197114.12,+,194.875
39843,chr16,3717524,TRAP1,ENSG00000126602.11,-,195.0
18737,chr6,105403082,PREP,ENSG00000085377.15,-,195.0
14057,chr4,183659185,RWDD4,ENSG00000182552.15,-,195.0
5764,chr2,85616185,USP39,ENSG00000168883.20,+,195.0
23355,chr8,108248724,EIF3E,ENSG00000104408.11,-,195.125
1632,chr1,150293860,MRPS21,ENSG00000266472.6,+,195.125
41344,chr17,41688886,EIF1,ENSG00000173812.11,+,195.125
36131,chr14,49586376,RPS29,ENSG00000213741.11,-,195.125
24251,chr9,125261828,GAPVD1,ENSG00000165219.23,+,195.125
7830,chr2,113756642,SLC35F5,ENSG00000115084.15,-,195.125
46174,chr19,45507478,VASP,ENSG00000125753.15,+,195.125
3965,chr1,111449256,WDR77,ENSG00000116455.14,-,195.125
25065,chr9,92293697,IARS1,ENSG00000196305.19,-,195.125
42125,chr17,81666736,CCDC137,ENSG00000185298.13,+,195.25
3094,chr1,19251524,EMC1,ENSG00000127463.16,-,195.25
44351,chr18,79679802,CTDP1,ENSG00000060069.18,+,195.25
53298,chrX,101407903,GLA,ENSG00000102393.15,-,195.25
38791,chr16,19718270,IQCK,ENSG00000174628.17,+,195.25
3768,chr1,84574440,CTBS,ENSG00000117151.13,-,195.375
2404,chr1,203861598,SNRPE,ENSG00000182004.13,+,195.375
8792,chr3,9890609,JAGN1,ENSG00000171135.15,+,195.375
36870,chr15,42495633,SNAP23,ENSG00000092531.10,+,195.375
284,chr1,15409887,EFHD2,ENSG00000142634.13,+,195.375
27645,chr11,925869,AP2A2,ENSG00000183020.15,+,195.5
990,chr1,53014973,SCP2,ENSG00000116171.19,+,195.5
11292,chr3,122514939,KPNA1,ENSG00000114030.13,-,195.5
11284,chr3,121835060,IQCB1,ENSG00000173226.17,-,195.5
33561,chr12,92145846,BTG1,ENSG00000133639.6,-,195.5
14421,chr5,69369805,RAD17,ENSG00000152942.19,+,195.5
17559,chr6,122399651,HSF2,ENSG00000025156.13,+,195.625
14665,chr5,110739006,SLC25A46,ENSG00000164209.17,+,195.625
9150,chr3,42600742,NKTR,ENSG00000114857.19,+,195.625
13233,chr4,25160546,SEPSECS,ENSG00000109618.13,-,195.625
485,chr1,26169907,ZNF593,ENSG00000142684.9,+,195.75
43912,chr18,657652,TYMS,ENSG00000176890.16,+,195.75
4953,chr1,224434797,WDR26,ENSG00000162923.18,-,195.75
43296,chr17,48944842,SNF8,ENSG00000159210.10,-,195.75
9528,chr3,88149958,C3orf38,ENSG00000179021.10,+,195.875
3594,chr1,51519247,EPS15,ENSG00000085832.18,-,195.875
40263,chr16,56425545,AMFR,ENSG00000159461.15,-,196.0
7853,chr2,127387975,MAP3K2,ENSG00000169967.17,-,196.0
50436,chr22,20859006,SNAP29,ENSG00000099940.12,+,196.0
11904,chr3,196287713,PCYT1A,ENSG00000161217.12,-,196.0
32958,chr12,31326199,SINHCAF,ENSG00000139146.14,-,196.0
53238,chrX,77895435,MAGT1,ENSG00000102158.22,-,196.0
19716,chr7,77798804,PHTF2,ENSG00000006576.17,+,196.0
20020,chr7,105532200,RINT1,ENSG00000135249.8,+,196.0
51784,chrX,47233008,USP11,ENSG00000102226.10,+,196.125
977,chr1,52404601,PRPF38A,ENSG00000134748.13,+,196.125
35600,chr14,92794304,GOLGA5,ENSG00000066455.13,+,196.125
10516,chr3,15601569,HACL1,ENSG00000131373.15,-,196.125
6448,chr2,197453551,COQ10B,ENSG00000115520.9,+,196.25
9330,chr3,50236203,GNAI2,ENSG00000114353.17,+,196.25
42264,chr17,1516612,INPP5K,ENSG00000132376.20,-,196.25
21833,chr8,22275336,PIWIL2,ENSG00000197181.12,+,196.25
32240,chr12,106955843,TMEM263,ENSG00000151135.10,+,196.25
34796,chr13,113208715,PCID2,ENSG00000126226.22,-,196.25
42133,chr17,81703370,ENSG00000262660,ENSG00000262660.1,+,196.25
27900,chr11,17276740,NUCB2,ENSG00000070081.18,+,196.25
4645,chr1,176207286,COP1,ENSG00000143207.21,-,196.25
29155,chr11,117144286,PAFAH1B2,ENSG00000168092.14,+,196.375
45498,chr19,19516226,ENSG00000258674,ENSG00000258674.5,+,196.375
17893,chr6,2841863,SERPINB1,ENSG00000021355.13,-,196.375
16163,chr5,140647630,NDUFA2,ENSG00000131495.9,-,196.375
461,chr1,25338333,TMEM50A,ENSG00000183726.11,+,196.375
10902,chr3,50328223,TUSC2,ENSG00000114383.10,-,196.5
53550,chrX,136880725,RBMX,ENSG00000147274.14,-,196.5
19147,chr6,169751572,DYNLT2,ENSG00000184786.6,-,196.625
36564,chr14,99480859,SETD3,ENSG00000183576.13,-,196.625
27217,chr10,94362939,NOC3L,ENSG00000173145.11,-,196.625
3729,chr1,71081035,ZRANB2,ENSG00000132485.14,-,196.625
51293,chr22,38755998,SUN2,ENSG00000100242.16,-,196.625
12808,chr4,143513701,SMARCA5,ENSG00000153147.6,+,196.625
3584,chr1,50960267,FAF1,ENSG00000185104.21,-,196.75
2409,chr1,204516405,MDM4,ENSG00000198625.14,+,196.75
48953,chr20,44966511,STK4,ENSG00000101109.13,+,196.75
32014,chr12,69585458,CCT2,ENSG00000166226.13,+,196.75
34910,chr14,23321542,PABPN1,ENSG00000100836.11,+,196.875
53301,chrX,101618001,ARMCX6,ENSG00000198960.11,-,196.875
10479,chr3,12841565,RPL32,ENSG00000144713.13,-,196.875
3084,chr1,17439677,RCC2,ENSG00000179051.14,-,196.875
28526,chr11,65014181,ARL2-SNX15,ENSG00000273003.1,+,196.875
2591,chr1,224183239,DEGS1,ENSG00000143753.14,+,196.875
49887,chr21,33403412,IFNGR2,ENSG00000159128.16,+,196.875
50193,chr21,32771755,PAXBP1,ENSG00000159086.15,-,196.875
29205,chr11,118572423,ARCN1,ENSG00000095139.15,+,197.0
23282,chr8,99893697,COX6C,ENSG00000164919.11,-,197.0
17095,chr6,36885951,C6orf89,ENSG00000198663.17,+,197.0
34265,chr13,94601856,GPR180,ENSG00000152749.8,+,197.0
31622,chr12,50400884,LARP4,ENSG00000161813.23,+,197.0
15909,chr5,111512535,STARD4,ENSG00000164211.13,-,197.125
42494,chr17,7857263,NAA38,ENSG00000183011.14,-,197.125
40148,chr16,30355308,CD2BP2,ENSG00000169217.9,-,197.125
25144,chr9,100352942,TEX10,ENSG00000136891.14,-,197.25
46970,chr19,6393164,GTF2F1,ENSG00000125651.14,-,197.25
6131,chr2,148021010,MBD5,ENSG00000204406.14,+,197.25
51317,chr22,40856639,ST13,ENSG00000100380.15,-,197.25
15708,chr5,65722109,SGTB,ENSG00000197860.10,-,197.25
27171,chr10,86521792,WAPL,ENSG00000062650.20,-,197.25
38298,chr15,101277485,SELENOS,ENSG00000131871.15,-,197.25
38034,chr15,72783758,ADPGK,ENSG00000159322.18,-,197.25
5241,chr2,17753857,GEN1,ENSG00000178295.15,+,197.375
1440,chr1,110873147,CD53,ENSG00000143119.14,+,197.375
36132,chr14,49620626,RPL36AL,ENSG00000165502.7,-,197.375
10821,chr3,49120812,USP19,ENSG00000172046.21,-,197.375
36254,chr14,63543298,PPP2R5E,ENSG00000154001.14,-,197.5
42910,chr17,38853737,RPL23,ENSG00000125691.14,-,197.5
5371,chr2,30146940,YPEL5,ENSG00000119801.13,+,197.5
20512,chr7,2242215,ENSG00000286192,ENSG00000286192.1,-,197.5
53697,chrX,155071136,MTCP1,ENSG00000214827.11,-,197.5
15191,chr5,160421854,PTTG1,ENSG00000164611.13,+,197.5
17887,chr6,693139,EXOC2,ENSG00000112685.14,-,197.5
25730,chr10,22316408,COMMD3-BMI1,ENSG00000269897.5,+,197.625
45259,chr19,12945861,RAD23A,ENSG00000179262.10,+,197.625
49160,chr20,62122460,LSM14B,ENSG00000149657.20,+,197.625
49512,chr20,35664888,RBM12,ENSG00000244462.8,-,197.625
24142,chr9,111631385,DNAJC25-GNG10,ENSG00000244115.1,+,197.625
48450,chr19,58558611,UBE2M,ENSG00000130725.8,-,197.625
12778,chr4,139301445,NAA15,ENSG00000164134.14,+,197.625
16285,chr5,150449696,RPS14,ENSG00000164587.13,-,197.625
39700,chr16,636290,METTL26,ENSG00000130731.16,-,197.75
25937,chr10,63133327,NRBF2,ENSG00000148572.16,+,197.75
1634,chr1,150321532,PRPF3,ENSG00000117360.13,+,197.75
3470,chr1,42335235,FOXJ3,ENSG00000198815.9,-,197.75
9004,chr3,33798629,PDCD6IP,ENSG00000170248.15,+,197.75
4982,chr1,228103325,C1orf35,ENSG00000143793.13,-,197.875
13720,chr4,107720234,PAPSS1,ENSG00000138801.9,-,197.875
24447,chr9,131394092,PRRC2B,ENSG00000288701.1,+,198.0
2273,chr1,185045525,RNF2,ENSG00000121481.11,+,198.0
13186,chr4,13627725,BOD1L1,ENSG00000038219.13,-,198.0
38334,chr16,397198,NME4,ENSG00000103202.13,+,198.0
18271,chr6,34888071,TAF11,ENSG00000064995.19,-,198.0
25968,chr10,69088102,SRGN,ENSG00000122862.5,+,198.0
30263,chr11,64878621,EHD1,ENSG00000110047.18,-,198.125
13985,chr4,163166890,NAF1,ENSG00000145414.9,-,198.125
11053,chr3,63863868,THOC7,ENSG00000163634.12,-,198.125
776,chr1,40979720,CTPS1,ENSG00000171793.17,+,198.125
40947,chr17,14069495,COX10,ENSG00000006695.12,+,198.125
21012,chr7,88220038,SRI,ENSG00000075142.14,-,198.25
27465,chr10,119596964,TIAL1,ENSG00000151923.18,-,198.25
34281,chr13,97976631,IPO5,ENSG00000065150.21,+,198.25
20160,chr7,128739403,CALU,ENSG00000128595.17,+,198.25
40719,chr17,3723902,HASPIN,ENSG00000177602.5,+,198.25
45081,chr19,7903842,MAP2K7,ENSG00000076984.18,+,198.375
45492,chr19,19405674,GATAD2A,ENSG00000167491.18,+,198.375
51301,chr22,38872216,CBX6,ENSG00000183741.12,-,198.375
6285,chr2,171687500,DYNC1I2,ENSG00000077380.16,+,198.375
17234,chr6,44387705,CDC5L,ENSG00000096401.8,+,198.5
