,Chromosome,Start,gene_name,gene_id,Strand,K562
40785,chr17,6641042,TXNDC17,ENSG00000129235.11,+,292.79595947265625
13778,chr4,119300645,C4orf3,ENSG00000164096.13,-,292.82659912109375
46613,chr19,55655034,U2AF2,ENSG00000063244.14,+,292.86663818359375
23031,chr8,55773378,TMEM68,ENSG00000167904.16,-,292.9574890136719
3960,chr1,111140093,DRAM2,ENSG00000156171.15,-,293.2391052246094
49394,chr20,17968811,SNX5,ENSG00000089006.17,-,293.3538513183594
3081,chr1,17054032,SDHB,ENSG00000117118.11,-,293.3768615722656
35592,chr14,92121968,CPSF2,ENSG00000165934.13,+,293.4004821777344
28361,chr11,61333227,TKFC,ENSG00000149476.16,+,293.43768310546875
15832,chr5,88268857,TMEM161B,ENSG00000164180.14,-,293.4440612792969
31228,chr12,6944021,C12orf57,ENSG00000111678.11,+,293.6314697265625
30058,chr11,57530754,TIMM10,ENSG00000134809.9,-,293.6862487792969
23070,chr8,63038806,GGH,ENSG00000137563.13,-,293.69500732421875
29204,chr11,118572408,ARCN1,ENSG00000095139.15,+,293.74371337890625
31586,chr12,49323272,TROAP,ENSG00000135451.13,+,293.79840087890625
51307,chr22,39532748,RPS19BP1,ENSG00000187051.9,-,294.0171813964844
9725,chr3,119498546,TIMMDC1,ENSG00000113845.10,+,294.1160888671875
51656,chrX,23667492,PRDX4,ENSG00000123131.13,+,294.2644958496094
11618,chr3,157160147,CCNL1,ENSG00000163660.12,-,294.32843017578125
40808,chr17,7219937,ACADVL,ENSG00000072778.20,+,294.3389892578125
2523,chr1,212035747,DTL,ENSG00000143476.18,+,294.379150390625
6478,chr2,200889368,NIF3L1,ENSG00000196290.17,+,294.517333984375
19565,chr7,56064288,SUMF2,ENSG00000129103.19,+,294.7696533203125
39276,chr16,66934443,CES2,ENSG00000172831.14,+,294.8354187011719
17021,chr6,33289600,PFDN6,ENSG00000204220.12,+,295.0527648925781
583,chr1,28736939,YTHDF2,ENSG00000198492.16,+,295.3706359863281
50639,chr22,31399603,DRG1,ENSG00000185721.13,+,295.45458984375
17886,chr6,170554378,TBP,ENSG00000112592.15,+,295.4663391113281
42186,chr17,82519731,FOXK2,ENSG00000141568.21,+,295.61651611328125
12976,chr4,165327685,MSMO1,ENSG00000052802.13,+,295.6673583984375
36384,chr14,74713108,AREL1,ENSG00000119682.18,-,295.7451171875
7275,chr2,38751358,SRSF7,ENSG00000115875.19,-,295.74591064453125
35146,chr14,49893078,ARF6,ENSG00000165527.8,+,295.9219970703125
16681,chr6,24402953,MRS2,ENSG00000124532.15,+,295.9283447265625
13359,chr4,67701155,UBA6,ENSG00000033178.13,-,295.9361267089844
11022,chr3,57597344,ARF4,ENSG00000168374.11,-,295.9429626464844
45334,chr19,16111888,RAB8A,ENSG00000167461.12,+,296.151123046875
49353,chr20,5113076,TMEM230,ENSG00000089063.15,-,296.21905517578125
35174,chr14,51989545,RTRAF,ENSG00000087302.9,+,296.2571716308594
7739,chr2,98608512,COA5,ENSG00000183513.9,-,296.27740478515625
39761,chr16,1964826,RPS2,ENSG00000140988.16,-,296.3949279785156
22118,chr8,54135240,MRPL15,ENSG00000137547.9,+,296.468017578125
29387,chr11,130069893,APLP2,ENSG00000084234.18,+,296.531494140625
45011,chr19,6361530,CLPP,ENSG00000125656.11,+,296.6064758300781
8739,chr3,5122295,ARL8B,ENSG00000134108.14,+,296.6378479003906
42803,chr17,31901708,UTP6,ENSG00000108651.10,-,296.76348876953125
174,chr1,10399063,PGD,ENSG00000142657.21,+,296.8328552246094
28968,chr11,93741590,C11orf54,ENSG00000182919.15,+,296.896728515625
48724,chr20,31739289,TPX2,ENSG00000088325.16,+,296.93426513671875
31862,chr12,56224358,NABP2,ENSG00000139579.13,+,296.9633483886719
40284,chr16,57186032,PSME3IP1,ENSG00000172775.18,-,296.9942321777344
19473,chr7,42932375,MRPL32,ENSG00000106591.4,+,297.02679443359375
45857,chr19,38374758,PSMD8,ENSG00000099341.13,+,297.0712585449219
15187,chr5,160009138,TTC1,ENSG00000113312.12,+,297.2372131347656
25767,chr10,27504303,RAB18,ENSG00000099246.18,+,297.3289794921875
30416,chr11,68903832,MRPL21,ENSG00000197345.13,-,297.43548583984375
19317,chr7,23182037,NUP42,ENSG00000136243.18,+,297.4429626464844
38152,chr15,80989819,MESD,ENSG00000117899.11,-,297.4450378417969
37898,chr15,63157477,RPS27L,ENSG00000185088.14,-,297.4757080078125
52062,chrX,71533108,OGT,ENSG00000147162.15,+,297.5316162109375
5277,chr2,26034083,RAB10,ENSG00000084733.11,+,297.5612487792969
19323,chr7,23299338,MALSU1,ENSG00000156928.5,+,297.81170654296875
2850,chr1,1232001,SDF4,ENSG00000078808.20,-,297.837646484375
33771,chr12,113185478,DDX54,ENSG00000123064.13,-,297.9383544921875
3542,chr1,46303616,LRRC41,ENSG00000132128.18,-,298.27093505859375
19505,chr7,44796679,PPIA,ENSG00000196262.15,+,298.4947509765625
7664,chr2,86195433,IMMT,ENSG00000132305.22,-,298.50958251953125
44425,chr18,13726592,FAM210A,ENSG00000177150.13,-,298.5501708984375
34064,chr13,33818148,RFC3,ENSG00000133119.13,+,298.59881591796875
34300,chr13,102596985,TPP2,ENSG00000134900.13,+,298.70953369140625
8976,chr3,28241617,CMC1,ENSG00000187118.14,+,298.72271728515625
7361,chr2,47176511,CALM2,ENSG00000143933.20,-,298.7237548828125
7355,chr2,47176511,ENSG00000273269,ENSG00000273269.3,-,298.767822265625
6451,chr2,197500378,HSPE1,ENSG00000115541.11,+,298.8465270996094
42648,chr17,17281246,COPS3,ENSG00000141030.13,-,298.93463134765625
21893,chr8,26383053,BNIP3L,ENSG00000104765.16,+,298.952392578125
20321,chr7,143263455,GSTK1,ENSG00000197448.14,+,298.9648132324219
3957,chr1,110963922,LRIF1,ENSG00000121931.16,-,298.9809875488281
19846,chr7,99374706,ARPC1B,ENSG00000130429.16,+,299.03216552734375
16687,chr6,24774936,GMNN,ENSG00000112312.10,+,299.04010009765625
18052,chr6,27132750,H2BC11,ENSG00000124635.9,-,299.153564453125
52197,chrX,103215123,BEX4,ENSG00000102409.10,+,299.263671875
24995,chr9,83707934,UBQLN1,ENSG00000135018.14,-,299.32098388671875
7218,chr2,27663614,SUPT7L,ENSG00000119760.16,-,299.4686279296875
20767,chr7,43869517,MRPS24,ENSG00000062582.14,-,299.6312561035156
2892,chr1,1724357,CDK11A,ENSG00000008128.23,-,299.63739013671875
15852,chr5,90409732,CETN3,ENSG00000153140.9,-,300.01507568359375
17601,chr6,126340173,CENPW,ENSG00000203760.9,+,300.2817077636719
10672,chr3,42804490,HIGD1A,ENSG00000181061.14,-,300.3188781738281
14690,chr5,112976797,DCP2,ENSG00000172795.17,+,300.45184326171875
36203,chr14,55191585,DLGAP5,ENSG00000126787.13,-,300.79205322265625
10151,chr3,160399649,SMC4,ENSG00000113810.16,+,300.8138427734375
28694,chr11,67583811,GSTP1,ENSG00000084207.18,+,300.8810119628906
41388,chr17,42562146,COASY,ENSG00000068120.15,+,300.9432678222656
1395,chr1,109548614,GNAI3,ENSG00000065135.12,+,300.97650146484375
14860,chr5,138179111,KIF20A,ENSG00000112984.12,+,301.23388671875
12517,chr4,83035182,COPS4,ENSG00000138663.9,+,301.53955078125
35454,chr14,74881953,DLST,ENSG00000119689.15,+,301.55792236328125
6408,chr2,189441473,WDR75,ENSG00000115368.10,+,301.63104248046875
44369,chr18,2571505,METTL4,ENSG00000101574.15,-,301.678466796875
29690,chr11,9314593,TMEM41B,ENSG00000166471.11,-,301.8465270996094
46523,chr19,54449198,LENG8,ENSG00000167615.18,+,302.0668029785156
5002,chr1,229508341,NUP133,ENSG00000069248.12,-,302.21484375
38945,chr16,29806528,MAZ,ENSG00000103495.15,+,302.23443603515625
43060,chr17,42154988,RAB5C,ENSG00000108774.15,-,302.2799987792969
2013,chr1,161314387,SDHC,ENSG00000143252.16,+,302.5105895996094
9811,chr3,127598410,MCM2,ENSG00000073111.14,+,302.5349426269531
53802,chrY,1392113,SLC25A6,ENSG00000292334.1,-,302.56597900390625
44651,chr18,57621836,NARS1,ENSG00000134440.12,-,302.6422424316406
29148,chr11,114439483,REXO2,ENSG00000076043.11,+,302.74334716796875
14211,chr5,34929592,DNAJC21,ENSG00000168724.18,+,302.7647399902344
43261,chr17,47831541,MRPL10,ENSG00000159111.13,-,302.77490234375
34875,chr14,21477217,TOX4,ENSG00000092203.15,+,302.8033447265625
5902,chr2,105038068,MRPS9,ENSG00000135972.9,+,303.1180419921875
41265,chr17,38870057,LASP1,ENSG00000002834.19,+,303.20855712890625
25482,chr9,133348131,MED22,ENSG00000148297.16,-,303.34466552734375
30683,chr11,93741495,TAF1D,ENSG00000166012.17,-,303.4576110839844
27729,chr11,4094798,RRM1,ENSG00000167325.15,+,303.4814453125
888,chr1,44739836,KIF2C,ENSG00000142945.13,+,303.4973449707031
9995,chr3,139344019,MRPS22,ENSG00000175110.14,+,303.5494689941406
721,chr1,38991275,AKIRIN1,ENSG00000174574.16,+,303.69781494140625
4082,chr1,145824095,RNF115,ENSG00000265491.5,-,303.7164306640625
51935,chrX,54440403,TSR2,ENSG00000158526.8,+,303.7524719238281
23599,chr8,144409335,CPSF1,ENSG00000071894.17,-,303.7630615234375
21689,chr8,6708641,AGPAT5,ENSG00000155189.12,+,303.7784423828125
52799,chrX,16870361,RBBP7,ENSG00000102054.18,-,303.921630859375
13438,chr4,76148429,NUP54,ENSG00000138750.16,-,304.07183837890625
11491,chr3,139389647,COPB2,ENSG00000184432.11,-,304.10321044921875
22332,chr8,96261901,PTDSS1,ENSG00000156471.13,+,304.1268005371094
6046,chr2,121755650,TSN,ENSG00000211460.12,+,304.7334899902344
12090,chr4,6640684,MRFAP1,ENSG00000179010.16,+,304.73382568359375
39159,chr16,56608583,MT2A,ENSG00000125148.7,+,304.7389831542969
1160,chr1,75786255,RABGGTB,ENSG00000137955.16,+,304.78143310546875
5291,chr2,26786067,CENPA,ENSG00000115163.15,+,305.0254821777344
39778,chr16,2251572,ECI1,ENSG00000167969.13,-,305.1949462890625
36870,chr15,42495633,SNAP23,ENSG00000092531.10,+,305.22918701171875
5541,chr2,58046714,VRK2,ENSG00000028116.18,+,305.2458190917969
45147,chr19,10106394,PPAN-P2RY11,ENSG00000243207.6,+,305.268310546875
28063,chr11,43312002,API5,ENSG00000166181.13,+,305.4375915527344
27058,chr10,70233434,PPA1,ENSG00000180817.12,-,305.4698181152344
6117,chr2,135741854,UBXN4,ENSG00000144224.17,+,305.4966735839844
3368,chr1,35193145,SFPQ,ENSG00000116560.12,-,305.6603088378906
25376,chr9,127937854,DPM2,ENSG00000136908.18,-,305.9104919433594
5491,chr2,47783161,MSH6,ENSG00000116062.19,+,306.1327819824219
25139,chr9,100099000,ERP44,ENSG00000023318.9,-,306.15478515625
14409,chr5,69094013,SLC30A5,ENSG00000145740.20,+,306.29638671875
2075,chr1,165827613,UCK2,ENSG00000143179.16,+,306.3640441894531
25895,chr10,49942055,TIMM23B-AGAP6,ENSG00000178440.9,+,306.3969421386719
35265,chr14,61695512,HIF1A,ENSG00000100644.17,+,306.408935546875
15820,chr5,83077394,TMEM167A,ENSG00000174695.10,-,306.5335998535156
44001,chr18,12703025,PSMG2,ENSG00000128789.22,+,306.7841491699219
15520,chr5,32444740,ZFR,ENSG00000056097.16,-,306.8234558105469
1984,chr1,161153977,UFC1,ENSG00000143222.12,+,306.88482666015625
25240,chr9,113410382,POLE3,ENSG00000148229.13,-,307.06842041015625
15136,chr5,151771953,G3BP1,ENSG00000145907.16,+,307.0836181640625
41589,chr17,48892816,ATP5MC1,ENSG00000159199.14,+,307.09979248046875
20041,chr7,107891172,DLD,ENSG00000091140.15,+,307.24200439453125
45102,chr19,8390359,RAB11B,ENSG00000185236.12,+,307.2502746582031
43924,chr18,3262132,MYL12B,ENSG00000118680.14,+,307.39154052734375
6154,chr2,151409901,RIF1,ENSG00000080345.18,+,307.4349060058594
10229,chr3,180912670,FXR1,ENSG00000114416.19,+,307.60791015625
14125,chr5,271656,PDCD6,ENSG00000249915.9,+,307.70941162109375
5773,chr2,86199462,MRPL35,ENSG00000132313.15,+,307.8262023925781
30692,chr11,94973556,CWC15,ENSG00000150316.12,-,307.9462890625
27304,chr10,100529871,NDUFB8,ENSG00000166136.16,-,307.9753112792969
4986,chr1,228109299,MRPL55,ENSG00000162910.19,-,308.0118103027344
10022,chr3,141876642,ATP1B3,ENSG00000069849.11,+,308.0726318359375
51059,chr22,23767876,CHCHD10,ENSG00000250479.9,-,308.0732116699219
29474,chr11,1763932,ENSG00000250644,ENSG00000250644.3,-,308.13134765625
33872,chr12,122226039,DIABLO,ENSG00000184047.20,-,308.13916015625
28616,chr11,66268638,RAB1B,ENSG00000174903.16,+,308.2892761230469
3315,chr1,32222359,TMEM234,ENSG00000160055.20,-,308.3560791015625
33883,chr12,122526936,RSRC2,ENSG00000111011.18,-,308.5625915527344
15688,chr5,60945070,ERCC8,ENSG00000049167.16,-,308.5655517578125
4588,chr1,167553762,CREG1,ENSG00000143162.9,-,308.56817626953125
20033,chr7,107580245,BCAP29,ENSG00000075790.12,+,308.5704345703125
33346,chr12,56752323,PRIM1,ENSG00000198056.16,-,308.6072692871094
40288,chr16,57447385,CIAPIN1,ENSG00000005194.15,-,308.7991027832031
35160,chr14,51240246,TMX1,ENSG00000139921.13,+,308.80902099609375
19366,chr7,27740161,TAX1BP1,ENSG00000106052.14,+,308.9934997558594
26814,chr10,27154384,YME1L1,ENSG00000136758.20,-,309.1078186035156
47015,chr19,7943666,TIMM44,ENSG00000104980.8,-,309.12725830078125
28828,chr11,74171288,PPME1,ENSG00000214517.10,+,309.1483459472656
37172,chr15,69414358,KIF23,ENSG00000137807.16,+,309.2325744628906
33999,chr13,25301624,NUP58,ENSG00000139496.18,+,309.2794189453125
25387,chr9,128191572,CIZ1,ENSG00000148337.22,-,309.48565673828125
16672,chr6,20534480,CDKAL1,ENSG00000145996.11,+,309.61419677734375
7813,chr2,110678063,BUB1,ENSG00000169679.15,-,309.69744873046875
19630,chr7,73683596,BUD23,ENSG00000071462.13,+,309.742919921875
29481,chr11,1763927,CTSD,ENSG00000117984.15,-,309.7839660644531
7562,chr2,74178879,MOB1A,ENSG00000114978.18,-,309.82135009765625
14887,chr5,139561338,UBE2D2,ENSG00000131508.17,+,310.0716552734375
15318,chr5,175478559,SFXN1,ENSG00000164466.13,+,310.2979736328125
33038,chr12,47706026,RPAP3,ENSG00000005175.10,-,310.37530517578125
18031,chr6,26032099,H3C2,ENSG00000286522.2,-,310.40899658203125
45330,chr19,16076494,TPM4,ENSG00000167460.17,+,310.429931640625
53240,chrX,77895448,MAGT1,ENSG00000102158.22,-,310.521484375
1554,chr1,145824175,POLR3C,ENSG00000186141.10,+,310.5280456542969
41849,chr17,67717935,NOL11,ENSG00000130935.10,+,310.5906982421875
8907,chr3,14178816,LSM3,ENSG00000170860.4,+,310.62548828125
14672,chr5,111092347,WDR36,ENSG00000134987.13,+,310.731689453125
5056,chr1,236604504,HEATR1,ENSG00000119285.11,-,310.84674072265625
7511,chr2,70248610,TIA1,ENSG00000116001.17,-,311.0186462402344
12328,chr4,53377670,FIP1L1,ENSG00000145216.17,+,311.0399475097656
7755,chr2,99336333,TXNDC9,ENSG00000115514.12,-,311.1863708496094
37433,chr15,90388260,IQGAP1,ENSG00000140575.13,+,311.3929138183594
33513,chr12,82358387,CCDC59,ENSG00000133773.12,-,311.5267028808594
16124,chr5,138575431,HSPA9,ENSG00000113013.16,-,311.8042297363281
5609,chr2,68157887,PNO1,ENSG00000115946.8,+,311.82965087890625
6831,chr2,231708535,PTMA,ENSG00000187514.17,+,311.9269714355469
52959,chrX,48897790,TIMM17B,ENSG00000126768.13,-,312.3328857421875
51855,chrX,48897937,PQBP1,ENSG00000102103.18,+,312.3793029785156
2404,chr1,203861598,SNRPE,ENSG00000182004.13,+,312.4227294921875
32658,chr12,6607397,CHD4,ENSG00000111642.16,-,312.55316162109375
16468,chr5,178153848,NHP2,ENSG00000145912.10,-,313.23736572265625
20032,chr7,107563970,DUS4L,ENSG00000105865.11,+,313.486572265625
34484,chr13,31161927,HSPH1,ENSG00000120694.20,-,313.4892883300781
13979,chr4,158723396,PPID,ENSG00000171497.5,-,313.5852966308594
44451,chr18,26090613,SS18,ENSG00000141380.14,-,313.5867919921875
36429,chr14,77761156,SNW1,ENSG00000100603.14,-,313.72698974609375
50029,chr21,42893308,NDUFV3,ENSG00000160194.18,+,313.84283447265625
3405,chr1,37514763,MEAF6,ENSG00000163875.16,-,313.8467102050781
3084,chr1,17439677,RCC2,ENSG00000179051.14,-,313.926025390625
37391,chr15,88467707,MRPS11,ENSG00000181991.16,+,313.92681884765625
22900,chr8,30083064,SARAF,ENSG00000133872.14,-,314.00970458984375
40188,chr16,31094797,VKORC1,ENSG00000167397.15,-,314.068603515625
28595,chr11,65919425,DRAP1,ENSG00000175550.8,+,314.15362548828125
20697,chr7,30504829,GGCT,ENSG00000006625.18,-,314.171142578125
43635,chr17,75154512,JPT1,ENSG00000189159.16,-,314.2694091796875
16053,chr5,133968625,C5orf15,ENSG00000113583.8,-,314.2952575683594
7626,chr2,84459280,SUCLG1,ENSG00000163541.12,-,314.39105224609375
52614,chrX,153794667,SSR4,ENSG00000180879.14,+,314.43304443359375
13419,chr4,75673401,G3BP2,ENSG00000138757.15,-,314.75177001953125
24855,chr9,35072623,VCP,ENSG00000165280.18,-,314.75982666015625
7844,chr2,121736875,NIFK,ENSG00000155438.12,-,314.7751770019531
28384,chr11,61792910,FEN1,ENSG00000168496.4,+,314.9654846191406
31598,chr12,49741556,TMBIM6,ENSG00000139644.13,+,315.0350036621094
26903,chr10,43409186,HNRNPF,ENSG00000169813.17,-,315.0437316894531
18157,chr6,31795752,VARS1,ENSG00000204394.13,-,315.1109924316406
13893,chr4,145098174,ENSG00000285713,ENSG00000285713.1,-,315.1473083496094
42117,chr17,81239317,NDUFAF8,ENSG00000224877.4,+,315.2850341796875
51215,chr22,36481634,TXN2,ENSG00000100348.10,-,315.4017028808594
1852,chr1,156114710,LMNA,ENSG00000160789.24,+,315.56573486328125
52153,chrX,100820390,CSTF2,ENSG00000101811.15,+,315.62432861328125
48683,chr20,21303330,XRN2,ENSG00000088930.8,+,315.9184875488281
45496,chr19,19516227,NDUFA13,ENSG00000186010.19,+,315.97808837890625
52400,chrX,134373319,PHF6,ENSG00000156531.18,+,316.4004211425781
25893,chr10,49942052,TIMM23B,ENSG00000204152.14,+,316.4456787109375
30278,chr11,65084040,CDCA5,ENSG00000146670.10,-,316.5418701171875
977,chr1,52404601,PRPF38A,ENSG00000134748.13,+,316.6590270996094
6195,chr2,161308424,PSMD14,ENSG00000115233.12,+,316.68756103515625
51610,chrX,16786465,TXLNG,ENSG00000086712.13,+,316.73974609375
35071,chr14,34983024,SRP54,ENSG00000100883.13,+,316.7457275390625
39807,chr16,2980439,PKMYT1,ENSG00000127564.17,-,316.853515625
41302,chr17,39980806,PSMD3,ENSG00000108344.15,+,317.18353271484375
8142,chr2,175168169,ATF2,ENSG00000115966.18,-,317.25396728515625
16288,chr5,150701062,RBM22,ENSG00000086589.12,-,317.29278564453125
27599,chr11,314039,IFITM1,ENSG00000185885.17,+,317.39300537109375
53353,chrX,108091542,PSMD10,ENSG00000101843.19,-,317.53607177734375
39204,chr16,57462678,POLR2C,ENSG00000102978.13,+,317.59552001953125
45910,chr19,39445581,SUPT5H,ENSG00000196235.14,+,317.709228515625
50182,chr21,32393012,URB1,ENSG00000142207.7,-,317.88970947265625
31993,chr12,68686977,NUP107,ENSG00000111581.10,+,318.093994140625
35689,chr14,99481408,CCNK,ENSG00000090061.17,+,318.11968994140625
5182,chr2,9423653,CPSF3,ENSG00000119203.14,+,318.1983642578125
46498,chr19,54102851,NDUFA3,ENSG00000170906.16,+,318.2152099609375
42876,chr17,36534927,MYO19,ENSG00000278259.5,-,318.2750244140625
50317,chr21,44801820,UBE2G2,ENSG00000184787.19,-,318.3389892578125
41122,chr17,28855015,ERAL1,ENSG00000132591.12,+,318.378173828125
4964,chr1,225924278,ENSG00000255835,ENSG00000255835.1,-,318.4991760253906
22880,chr8,27837817,PBK,ENSG00000168078.10,-,318.50347900390625
32210,chr12,104287021,TXNRD1,ENSG00000198431.18,+,318.7005920410156
21416,chr7,130205406,TMEM209,ENSG00000146842.17,-,318.7308349609375
35440,chr14,73950301,COQ6,ENSG00000119723.17,+,318.787353515625
32826,chr12,14803478,WBP11,ENSG00000084463.8,-,318.9432067871094
22359,chr8,100150635,POLR2K,ENSG00000147669.11,+,319.1182556152344
22960,chr8,41797622,ANK1,ENSG00000029534.22,-,319.4303283691406
11386,chr3,128123812,RUVBL1,ENSG00000175792.12,-,319.430908203125
31685,chr12,52949117,KRT18,ENSG00000111057.11,+,319.437744140625
32939,chr12,29381172,ERGIC2,ENSG00000087502.19,-,319.4508056640625
20212,chr7,131327875,MKLN1,ENSG00000128585.18,+,319.53741455078125
16605,chr6,10723069,TMEM14C,ENSG00000111843.14,+,319.6600341796875
51942,chrX,54530259,GNL3L,ENSG00000130119.17,+,319.8443298339844
9829,chr3,128726162,RAB7A,ENSG00000075785.14,+,320.4462890625
14881,chr5,139341853,PAIP2,ENSG00000120727.13,+,320.4749450683594
15049,chr5,146447332,TCERG1,ENSG00000113649.14,+,320.55902099609375
4134,chr1,149842750,H2AC18,ENSG00000288825.1,-,320.5601806640625
5070,chr1,241519755,FH,ENSG00000091483.8,-,320.5974426269531
6245,chr2,169584350,PPIG,ENSG00000138398.17,+,320.61114501953125
7475,chr2,65130105,RAB1A,ENSG00000138069.18,-,320.61798095703125
46280,chr19,48993886,RUVBL2,ENSG00000183207.15,+,320.7095947265625
39201,chr16,57447478,COQ9,ENSG00000088682.14,+,320.71112060546875
4010,chr1,114581615,BCAS2,ENSG00000116752.6,-,320.8111267089844
1359,chr1,108692309,PRPF38B,ENSG00000134186.12,+,320.8194274902344
11599,chr3,154324460,DHX36,ENSG00000174953.14,-,320.9083557128906
30563,chr11,78139619,ALG8,ENSG00000159063.14,-,320.96563720703125
26853,chr10,32056425,KIF5B,ENSG00000170759.11,-,320.97845458984375
50666,chr22,31944534,YWHAH,ENSG00000128245.15,+,321.05926513671875
8955,chr3,23917138,RPL15,ENSG00000174748.22,+,321.1449279785156
27460,chr10,119178812,PRDX3,ENSG00000165672.7,-,321.24090576171875
2252,chr1,182839346,DHX9,ENSG00000135829.17,+,321.4139709472656
33310,chr12,56315988,CNPY2,ENSG00000257727.6,-,321.6126708984375
32388,chr12,118016721,RFC5,ENSG00000111445.14,+,321.83111572265625
15219,chr5,163437594,CCNG1,ENSG00000113328.20,+,321.831298828125
12522,chr4,83456057,MRPS18C,ENSG00000163319.11,+,321.9494934082031
21985,chr8,38030533,EIF4EBP1,ENSG00000187840.5,+,322.0892333984375
28539,chr11,65122310,MRPL49,ENSG00000149792.9,+,322.109619140625
26970,chr10,49942027,PARG,ENSG00000227345.9,-,322.16162109375
647,chr1,32292082,HDAC1,ENSG00000116478.12,+,322.180908203125
16164,chr5,140647645,NDUFA2,ENSG00000131495.9,-,322.21417236328125
37235,chr15,74782088,CSK,ENSG00000103653.17,+,322.26239013671875
25288,chr9,121201869,RAB14,ENSG00000119396.12,-,322.26904296875
3800,chr1,86914126,SELENOF,ENSG00000183291.18,-,322.34588623046875
4966,chr1,225924250,PYCR2,ENSG00000143811.20,-,322.4263610839844
1270,chr1,93345906,DR1,ENSG00000117505.13,+,322.5016784667969
2707,chr1,234373467,COA6,ENSG00000168275.16,+,322.58709716796875
