,Chromosome,Start,gene_name,gene_id,Strand,GM12878
30155,chr11,62601865,MTA2,ENSG00000149480.7,-,337.78179931640625
36427,chr14,77616637,SPTLC2,ENSG00000100596.8,-,337.8423156738281
40808,chr17,7219937,ACADVL,ENSG00000072778.20,+,337.8555908203125
30451,chr11,72103297,LAMTOR1,ENSG00000149357.10,-,337.86810302734375
2595,chr1,224356892,CNIH4,ENSG00000143771.12,+,337.9082946777344
14897,chr5,140175187,CYSTM1,ENSG00000120306.11,+,337.91143798828125
28474,chr11,64206722,FERMT3,ENSG00000149781.14,+,337.9488525390625
50579,chr22,29603632,NF2,ENSG00000186575.19,+,337.9774169921875
41755,chr17,59707516,VMP1,ENSG00000062716.13,+,338.00225830078125
34568,chr13,42992230,EPSTI1,ENSG00000133106.15,-,338.0342712402344
34859,chr14,20989986,METTL17,ENSG00000165792.18,+,338.05029296875
31613,chr12,50085341,SMARCD1,ENSG00000066117.15,+,338.08990478515625
20760,chr7,42932214,ENSG00000256646,ENSG00000256646.8,-,338.2608642578125
43257,chr17,47189295,CDC27,ENSG00000004897.12,-,338.346435546875
7206,chr2,27370338,EIF2B4,ENSG00000115211.17,-,338.3899841308594
45871,chr19,38619187,EIF3K,ENSG00000178982.10,+,338.3949279785156
44883,chr19,1941171,CSNK1G2,ENSG00000133275.16,+,338.49285888671875
7865,chr2,127811171,WDR33,ENSG00000136709.12,-,338.51220703125
40962,chr17,16217208,PIGL,ENSG00000108474.17,+,338.5697937011719
24345,chr9,128456156,ODF2,ENSG00000136811.17,+,338.59130859375
25567,chr9,137205648,TMEM203,ENSG00000187713.7,-,338.64666748046875
11608,chr3,155854442,ENSG00000284952,ENSG00000284952.1,-,338.6736145019531
4482,chr1,160285133,PEX19,ENSG00000162735.19,-,338.7473449707031
7660,chr2,86105886,POLR1A,ENSG00000068654.17,-,338.8280944824219
48625,chr20,17969017,MGME1,ENSG00000125871.14,+,338.83709716796875
14358,chr5,64768933,CWC27,ENSG00000153015.17,+,338.999267578125
27098,chr10,73252644,MRPS16,ENSG00000182180.14,-,339.02655029296875
40062,chr16,25015369,ARHGAP17,ENSG00000140750.17,-,339.04150390625
15891,chr5,97183222,RIOK2,ENSG00000058729.11,-,339.04296875
1436,chr1,110339424,RBM15,ENSG00000162775.17,+,339.05084228515625
11081,chr3,69080365,UBA3,ENSG00000144744.18,-,339.0531005859375
50720,chr22,37686359,NOL12,ENSG00000273899.5,+,339.05902099609375
47023,chr19,8321375,NDUFA7,ENSG00000267855.6,-,339.073974609375
20482,chr7,157138925,UBE3C,ENSG00000009335.19,+,339.19989013671875
42668,chr17,18258726,FLII,ENSG00000177731.16,-,339.2705078125
16579,chr6,4021299,PRPF4B,ENSG00000112739.17,+,339.27484130859375
32046,chr12,74537834,ATXN7L3B,ENSG00000253719.4,+,339.279541015625
31434,chr12,27022557,MED21,ENSG00000152944.9,+,339.31549072265625
18063,chr6,27867588,H1-5,ENSG00000184357.5,-,339.378662109375
48044,chr19,49451814,PIH1D1,ENSG00000104872.11,-,339.44647216796875
2269,chr1,184051717,TSEN15,ENSG00000198860.14,+,339.44696044921875
22895,chr8,28889915,INTS9,ENSG00000104299.15,-,339.5601806640625
50289,chr21,42879539,WDR4,ENSG00000160193.12,-,339.5765380859375
420,chr1,23743470,ELOA,ENSG00000011007.13,+,339.5791015625
22140,chr8,58553253,SDCBP,ENSG00000137575.12,+,339.6166076660156
27188,chr10,88991339,ACTA2,ENSG00000107796.13,-,339.64923095703125
2736,chr1,236795291,MTR,ENSG00000116984.15,+,339.7774963378906
746,chr1,40258235,ZMPSTE24,ENSG00000084073.10,+,339.81195068359375
15647,chr5,55307694,DHX29,ENSG00000067248.11,-,339.87554931640625
21324,chr7,108569750,THAP5,ENSG00000177683.14,-,339.901611328125
8265,chr2,196799683,GTF3C3,ENSG00000119041.11,-,339.915771484375
5455,chr2,44168876,PPM1B,ENSG00000138032.21,+,339.9884948730469
1187,chr1,78649830,IFI44,ENSG00000137965.11,+,340.00506591796875
39048,chr16,31108385,BCKDK,ENSG00000103507.14,+,340.0506591796875
53362,chrX,109733257,ACSL4,ENSG00000068366.21,-,340.0832214355469
27853,chr11,9664076,SWAP70,ENSG00000133789.15,+,340.17059326171875
49840,chr21,29024667,USP16,ENSG00000156256.15,+,340.2036437988281
31140,chr12,4538889,RAD51AP1,ENSG00000111247.15,+,340.3137512207031
7551,chr2,73737345,TPRKB,ENSG00000144034.16,-,340.33001708984375
4157,chr1,150579610,MCL1,ENSG00000143384.14,-,340.3492431640625
30491,chr11,73876843,COA4,ENSG00000181924.7,-,340.4054870605469
45995,chr19,41397817,BCKDHA,ENSG00000248098.12,+,340.4078674316406
48500,chr20,2652631,NOP56,ENSG00000101361.17,+,340.4819641113281
35661,chr14,96363451,GSKIP,ENSG00000100744.15,+,340.50201416015625
44360,chr18,268047,THOC1,ENSG00000079134.13,-,340.52545166015625
15248,chr5,168486470,RARS1,ENSG00000113643.9,+,340.5775146484375
40306,chr16,58129381,CFAP20,ENSG00000070761.8,-,340.6007080078125
27087,chr10,72626079,MICU1,ENSG00000107745.20,-,340.6043395996094
3682,chr1,61725133,TM2D1,ENSG00000162604.13,-,340.6050109863281
31233,chr12,6970912,EMG1,ENSG00000126749.17,+,340.65582275390625
28637,chr11,66616625,RBM14,ENSG00000239306.5,+,340.69915771484375
32310,chr12,111686052,ACAD10,ENSG00000111271.15,+,340.701904296875
9796,chr3,124730444,UMPS,ENSG00000114491.14,+,340.8516540527344
40076,chr16,28403841,EIF3CL,ENSG00000205609.13,-,340.87060546875
18418,chr6,43516926,YIPF3,ENSG00000137207.12,-,340.946044921875
18739,chr6,106325762,ATG5,ENSG00000057663.16,-,341.04608154296875
37393,chr15,88621339,AEN,ENSG00000181026.15,+,341.0750732421875
17084,chr6,36443027,KCTD20,ENSG00000112078.14,+,341.14031982421875
38963,chr16,29820461,MVP,ENSG00000013364.19,+,341.142822265625
37973,chr15,66504855,RPL4,ENSG00000174444.15,-,341.1438903808594
27280,chr10,98446913,HPS1,ENSG00000107521.21,-,341.227783203125
7149,chr2,24793391,PTRHD1,ENSG00000184924.6,-,341.26971435546875
27085,chr10,72354919,DNAJB12,ENSG00000148719.16,-,341.31744384765625
3260,chr1,27914575,RPA2,ENSG00000117748.10,-,341.4313049316406
48923,chr20,43667113,MYBL2,ENSG00000101057.16,+,341.4515380859375
16977,chr6,31959156,SKIC2,ENSG00000204351.13,+,341.4593505859375
5996,chr2,113173970,PSD4,ENSG00000125637.16,+,341.4831848144531
39393,chr16,69311349,VPS4A,ENSG00000132612.16,+,341.50262451171875
3410,chr1,37595937,GNL2,ENSG00000134697.13,-,341.5813903808594
33762,chr12,112108783,NAA25,ENSG00000111300.10,-,341.6034240722656
13783,chr4,120066848,MAD2L1,ENSG00000164109.14,-,341.699951171875
10994,chr3,53891859,SELENOK,ENSG00000113811.12,-,341.96875
52022,chrX,71118628,MED12,ENSG00000184634.17,+,341.98468017578125
33578,chr12,95073580,NR2C1,ENSG00000120798.17,-,342.01202392578125
50182,chr21,32393012,URB1,ENSG00000142207.7,-,342.04730224609375
18387,chr6,42217861,MRPS10,ENSG00000048544.6,-,342.080322265625
3298,chr1,31644876,PEF1,ENSG00000162517.13,-,342.1634826660156
32545,chr12,131949941,EP400,ENSG00000183495.15,+,342.20050048828125
12496,chr4,77862829,MRPL1,ENSG00000169288.18,+,342.2957458496094
38059,chr15,74461118,UBL7,ENSG00000138629.16,-,342.3249206542969
53434,chrX,120630054,C1GALT1C1,ENSG00000171155.8,-,342.45269775390625
26667,chr10,931705,LARP4B,ENSG00000107929.16,-,342.4803771972656
31622,chr12,50400884,LARP4,ENSG00000161813.23,+,342.53564453125
29089,chr11,112025425,DLAT,ENSG00000150768.17,+,342.59161376953125
5743,chr2,84905655,TMSB10,ENSG00000034510.6,+,342.70538330078125
3269,chr1,28233029,DNAJC8,ENSG00000126698.11,-,342.790283203125
29178,chr11,118359599,UBE4A,ENSG00000110344.10,+,342.8170166015625
41122,chr17,28855015,ERAL1,ENSG00000132591.12,+,342.861328125
6619,chr2,215312058,ATIC,ENSG00000138363.15,+,343.04046630859375
10573,chr3,25783424,NGLY1,ENSG00000151092.18,-,343.0904235839844
50189,chr21,32612377,CFAP298,ENSG00000159079.19,-,343.1202392578125
44514,chr18,36129340,SLC39A6,ENSG00000141424.13,-,343.1651611328125
41556,chr17,47531268,NPEPPS,ENSG00000141279.18,+,343.1807556152344
21901,chr8,27325551,PTK2B,ENSG00000120899.18,+,343.2410888671875
42887,chr17,37643446,DDX52,ENSG00000278053.5,-,343.2513427734375
11189,chr3,108222424,IFT57,ENSG00000114446.5,-,343.2513427734375
20647,chr7,24980178,OSBPL3,ENSG00000070882.13,-,343.25775146484375
36308,chr14,68793067,ZFP36L1,ENSG00000185650.10,-,343.2648620605469
43173,chr17,44689776,CCDC43,ENSG00000180329.14,-,343.31365966796875
40152,chr16,30430030,DCTPP1,ENSG00000179958.10,-,343.31622314453125
41569,chr17,48048358,NFE2L1,ENSG00000082641.16,+,343.37371826171875
20710,chr7,32490380,LSM5,ENSG00000106355.10,-,343.38275146484375
42471,chr17,7315343,GPS2,ENSG00000132522.16,-,343.62042236328125
32825,chr12,14771131,H4C16,ENSG00000197837.4,-,343.656494140625
24427,chr9,130693779,EXOSC2,ENSG00000130713.17,+,343.7198486328125
34495,chr13,32538795,N4BP2L2,ENSG00000244754.9,-,343.73809814453125
19486,chr7,44044701,DBNL,ENSG00000136279.21,+,344.03460693359375
6566,chr2,206159584,EEF1B2,ENSG00000114942.14,+,344.0634765625
45902,chr19,39391392,MED29,ENSG00000063322.15,+,344.14105224609375
41344,chr17,41688886,EIF1,ENSG00000173812.11,+,344.4364929199219
30114,chr11,61362283,CYB561A3,ENSG00000162144.10,-,344.4845886230469
51294,chr22,38755999,SUN2,ENSG00000100242.16,-,344.490234375
5070,chr1,241519755,FH,ENSG00000091483.8,-,344.5787658691406
9505,chr3,72996810,PPP4R2,ENSG00000163605.16,+,344.5986328125
43797,chr17,81637112,NPLOC4,ENSG00000182446.15,-,344.628662109375
11837,chr3,186806482,RFC4,ENSG00000163918.12,-,344.7969970703125
40993,chr17,18183827,ALKBH5,ENSG00000091542.9,+,344.9298400878906
50121,chr21,25607481,MRPL39,ENSG00000154719.14,-,344.99169921875
1676,chr1,151399572,PSMB4,ENSG00000159377.11,+,345.10723876953125
38195,chr15,83067252,BTBD1,ENSG00000064726.10,-,345.14508056640625
30007,chr11,47767341,FNBP4,ENSG00000109920.13,-,345.18927001953125
18757,chr6,108261040,SNX3,ENSG00000112335.15,-,345.26531982421875
29619,chr11,6481434,ARFIP2,ENSG00000132254.13,-,345.2833557128906
25148,chr9,101398618,MRPL50,ENSG00000136897.8,-,345.32818603515625
3428,chr1,38873348,MYCBP,ENSG00000214114.9,-,345.35382080078125
21969,chr8,33485181,MAK16,ENSG00000198042.11,+,345.35498046875
28028,chr11,34916631,PDHX,ENSG00000110435.13,+,345.49859619140625
14053,chr4,182917379,DCTD,ENSG00000129187.15,-,345.66192626953125
22118,chr8,54135240,MRPL15,ENSG00000137547.9,+,345.7169189453125
2171,chr1,173824662,DARS2,ENSG00000117593.12,+,345.7469787597656
41400,chr17,42773448,VPS25,ENSG00000131475.7,+,345.7696838378906
2934,chr1,3796498,LRRC47,ENSG00000130764.10,-,345.83795166015625
9684,chr3,112562044,SLC35A5,ENSG00000138459.9,+,345.8507080078125
27181,chr10,87818160,ATAD1,ENSG00000138138.14,-,345.9114990234375
12163,chr4,15778327,CD38,ENSG00000004468.13,+,346.0531005859375
27282,chr10,98446920,ENSG00000289758,ENSG00000289758.1,-,346.19873046875
620,chr1,32108055,KPNA6,ENSG00000025800.14,+,346.19976806640625
33818,chr12,120201099,RPLP0,ENSG00000089157.16,-,346.2550354003906
18066,chr6,27890826,H3C12,ENSG00000197153.5,-,346.2736511230469
20746,chr7,40134622,MPLKIP,ENSG00000168303.9,-,346.44818115234375
42196,chr17,82752073,TBCD,ENSG00000141556.22,+,346.44976806640625
47015,chr19,7943666,TIMM44,ENSG00000104980.8,-,346.4657897949219
33280,chr12,55817724,SARNP,ENSG00000205323.9,-,346.4735107421875
25491,chr9,133376099,SURF4,ENSG00000148248.14,-,346.4931640625
48607,chr20,13785027,NDUFAF5,ENSG00000101247.18,+,346.5906982421875
40487,chr16,74607112,GLG1,ENSG00000090863.12,-,346.62408447265625
6578,chr2,206765605,FASTKD2,ENSG00000118246.14,+,346.6585388183594
8146,chr2,176002267,LNPK,ENSG00000144320.14,-,346.7210693359375
6519,chr2,201260535,CASP8,ENSG00000064012.24,+,346.7882385253906
15688,chr5,60945070,ERCC8,ENSG00000049167.16,-,346.83599853515625
33861,chr12,121793688,RHOF,ENSG00000139725.8,-,346.971435546875
33485,chr12,76084685,NAP1L1,ENSG00000187109.15,-,347.100830078125
49522,chr20,35742232,RBM39,ENSG00000131051.24,-,347.13604736328125
12681,chr4,112637146,LARP7,ENSG00000174720.18,+,347.1771240234375
33319,chr12,56360126,STAT2,ENSG00000170581.15,-,347.1851501464844
24283,chr9,127451504,LRSAM1,ENSG00000148356.15,+,347.25933837890625
32462,chr12,122752823,DENR,ENSG00000139726.11,+,347.30609130859375
20823,chr7,45111697,TBRG4,ENSG00000136270.14,-,347.42822265625
11219,chr3,113019671,NEPRO,ENSG00000163608.15,-,347.43914794921875
10984,chr3,53130435,RFT1,ENSG00000163933.10,-,347.4625244140625
33633,chr12,102120114,NUP37,ENSG00000075188.9,-,347.5526123046875
2950,chr1,6235964,ICMT,ENSG00000116237.16,-,347.6136474609375
3599,chr1,51878727,NRDC,ENSG00000078618.23,-,347.62109375
10251,chr3,184135364,EIF2B5,ENSG00000145191.15,+,347.64202880859375
18628,chr6,85593858,SNX14,ENSG00000135317.14,-,347.68212890625
49176,chr20,62387102,RPS21,ENSG00000171858.18,+,347.82110595703125
30142,chr11,61967631,FTH1,ENSG00000167996.16,-,347.8505859375
53006,chrX,49073989,PRAF2,ENSG00000243279.4,-,347.89349365234375
41741,chr17,59565609,DHX40,ENSG00000108406.10,+,347.9019470214844
30861,chr11,116788023,ZPR1,ENSG00000109917.11,-,348.0667724609375
28361,chr11,61333227,TKFC,ENSG00000149476.16,+,348.07177734375
35216,chr14,57268970,AP5M1,ENSG00000053770.12,+,348.0884094238281
18158,chr6,31806966,LSM2,ENSG00000204392.11,-,348.1570739746094
16129,chr5,139198316,SIL1,ENSG00000120725.13,-,348.229248046875
1669,chr1,151166078,SCNM1,ENSG00000163156.12,+,348.2347106933594
19072,chr6,158819368,EZR,ENSG00000092820.19,-,348.39385986328125
49797,chr20,63707976,ARFRP1,ENSG00000101246.20,-,348.50115966796875
51059,chr22,23767876,CHCHD10,ENSG00000250479.9,-,348.6837158203125
47942,chr19,46850846,AP2S1,ENSG00000042753.12,-,348.6983947753906
41582,chr17,48831025,CALCOCO2,ENSG00000136436.15,+,348.7086181640625
46926,chr19,4723806,DPP9,ENSG00000142002.19,-,348.95648193359375
37925,chr15,64381441,PCLAF,ENSG00000166803.14,-,348.96551513671875
21840,chr8,22441077,PPP3CC,ENSG00000120910.15,+,348.98687744140625
5291,chr2,26786067,CENPA,ENSG00000115163.15,+,349.012939453125
23868,chr9,68241982,ZNG1C,ENSG00000196873.16,+,349.04901123046875
36906,chr15,43800598,HYPK,ENSG00000242028.8,+,349.07220458984375
27290,chr10,99732127,COX15,ENSG00000014919.13,-,349.16387939453125
50091,chr21,46286341,YBEY,ENSG00000182362.14,+,349.18341064453125
40563,chr16,82170197,MPHOSPH6,ENSG00000135698.10,-,349.2440490722656
32414,chr12,120534355,RNF10,ENSG00000022840.17,+,349.3770751953125
33920,chr12,124914650,UBC,ENSG00000150991.16,-,349.37811279296875
31491,chr12,32679291,DNM1L,ENSG00000087470.21,+,349.55731201171875
5860,chr2,100562992,PDCL3,ENSG00000115539.14,+,349.5649719238281
35905,chr14,21383981,SUPT16H,ENSG00000092201.10,-,349.5799560546875
31146,chr12,4649113,NDUFA9,ENSG00000139180.11,+,349.58270263671875
11160,chr3,98593611,CPOX,ENSG00000080819.9,-,349.64141845703125
30229,chr11,64226186,TRPT1,ENSG00000149743.14,-,349.7607116699219
37589,chr15,34969742,AQR,ENSG00000021776.11,-,349.87481689453125
2013,chr1,161314387,SDHC,ENSG00000143252.16,+,349.8818359375
51347,chr22,42090772,NDUFA6,ENSG00000184983.11,-,349.895263671875
44721,chr18,74291935,CYB5A,ENSG00000166347.19,-,349.9035949707031
26240,chr10,92291166,MARCHF5,ENSG00000198060.10,+,349.9107666015625
24441,chr9,131125595,NUP214,ENSG00000126883.19,+,350.07403564453125
27217,chr10,94362939,NOC3L,ENSG00000173145.11,-,350.14508056640625
37275,chr15,76931748,RCN2,ENSG00000117906.14,+,350.185302734375
37767,chr15,50355124,GABPB1,ENSG00000104064.18,-,350.24066162109375
30632,chr11,86069084,PICALM,ENSG00000073921.18,-,350.2533264160156
33322,chr12,56449403,TIMELESS,ENSG00000111602.12,-,350.26202392578125
19830,chr7,97117722,SDHAF3,ENSG00000196636.8,+,350.36181640625
37079,chr15,63504592,USP3,ENSG00000140455.17,+,350.3758544921875
6195,chr2,161308424,PSMD14,ENSG00000115233.12,+,350.434814453125
15653,chr5,55994963,IL6ST,ENSG00000134352.21,-,350.4730224609375
37982,chr15,68229718,ENSG00000260007,ENSG00000260007.3,-,350.51251220703125
37842,chr15,55319161,PIGBOS1,ENSG00000225973.4,-,350.62408447265625
42286,chr17,2336457,TSR1,ENSG00000167721.11,-,350.6492614746094
22076,chr8,43056322,FNTA,ENSG00000168522.13,+,350.68609619140625
45620,chr19,34365195,GPI,ENSG00000105220.17,+,350.6863708496094
46347,chr19,49929204,ATF5,ENSG00000169136.13,+,350.70758056640625
29969,chr11,47176879,ARFGAP2,ENSG00000149182.15,-,350.7586364746094
13406,chr4,75514403,RCHY1,ENSG00000163743.14,-,350.7662353515625
24517,chr9,135500681,MRPS2,ENSG00000122140.13,+,350.80596923828125
38945,chr16,29806528,MAZ,ENSG00000103495.15,+,350.8087463378906
42943,chr17,40054405,MED24,ENSG00000008838.21,-,351.009765625
22905,chr8,30727835,GSR,ENSG00000104687.14,-,351.0173645019531
15854,chr5,90409766,CETN3,ENSG00000153140.9,-,351.0455322265625
19108,chr6,166342545,SFT2D1,ENSG00000198818.10,-,351.23516845703125
2059,chr1,163321953,NUF2,ENSG00000143228.13,+,351.34051513671875
4900,chr1,212791782,NSL1,ENSG00000117697.15,-,351.3887939453125
2193,chr1,174999946,CACYBP,ENSG00000116161.18,+,351.5538330078125
24817,chr9,34126698,DCAF12,ENSG00000198876.13,-,351.5722351074219
7432,chr2,58241351,FANCL,ENSG00000115392.13,-,351.6969299316406
35790,chr14,103928455,TDRD9,ENSG00000156414.20,+,352.00982666015625
19896,chr7,100148917,LAMTOR4,ENSG00000188186.11,+,352.06903076171875
50509,chr22,24270830,SPECC1L,ENSG00000100014.20,+,352.2702941894531
28570,chr11,65570476,ZNRD2,ENSG00000173465.8,+,352.37762451171875
52904,chrX,40647554,CXorf38,ENSG00000185753.13,-,352.3980712890625
3482,chr1,43172290,EBNA1BP2,ENSG00000117395.13,-,352.4189453125
43297,chr17,48944810,SNF8,ENSG00000159210.10,-,352.4315185546875
41940,chr17,75012669,MRPL58,ENSG00000167862.10,+,352.4318542480469
40478,chr16,72093869,TXNL4B,ENSG00000140830.9,-,352.453369140625
27349,chr10,102714397,ARL3,ENSG00000138175.9,-,352.5722961425781
31435,chr12,27244285,STK38L,ENSG00000211455.8,+,352.62689208984375
15046,chr5,146203604,RBM27,ENSG00000091009.8,+,352.6423034667969
31763,chr12,54325138,COPZ1,ENSG00000111481.10,+,352.69024658203125
7938,chr2,148020737,ORC4,ENSG00000115947.14,-,352.7049865722656
9995,chr3,139344019,MRPS22,ENSG00000175110.14,+,352.71087646484375
2872,chr1,1375207,AURKAIP1,ENSG00000175756.14,-,352.7706298828125
16854,chr6,30571441,ABCF1,ENSG00000204574.14,+,352.91522216796875
6315,chr2,174395729,SCRN3,ENSG00000144306.15,+,353.0128479003906
32407,chr12,120446443,GATC,ENSG00000257218.6,+,353.13629150390625
49663,chr20,49278065,ZNFX1,ENSG00000124201.15,-,353.21563720703125
9148,chr3,42590859,SS18L2,ENSG00000008324.12,+,353.2187194824219
41589,chr17,48892816,ATP5MC1,ENSG00000159199.14,+,353.2359619140625
48658,chr20,18507939,SEC23B,ENSG00000101310.17,+,353.24505615234375
37935,chr15,64989911,SPG21,ENSG00000090487.11,-,353.26922607421875
33206,chr12,53321596,AAAS,ENSG00000094914.14,-,353.33807373046875
1869,chr1,156213005,PMF1,ENSG00000160783.19,+,353.40826416015625
5319,chr2,27370615,SNX17,ENSG00000115234.11,+,353.49560546875
27058,chr10,70233434,PPA1,ENSG00000180817.12,-,353.5084228515625
7940,chr2,149587775,MMADHC,ENSG00000168288.13,-,353.534423828125
6368,chr2,181457385,ITGA4,ENSG00000115232.14,+,353.6129455566406
17501,chr6,110874783,AMD1,ENSG00000123505.19,+,353.6687927246094
14887,chr5,139561338,UBE2D2,ENSG00000131508.17,+,353.7136535644531
39276,chr16,66934443,CES2,ENSG00000172831.14,+,353.78216552734375
50418,chr22,20080281,DGCR8,ENSG00000128191.17,+,353.8118591308594
50802,chr22,40346527,ADSL,ENSG00000239900.14,+,353.88092041015625
30058,chr11,57530754,TIMM10,ENSG00000134809.9,-,354.0859069824219
3246,chr1,27490167,WASF2,ENSG00000158195.11,-,354.129638671875
45711,chr19,35545625,TMEM147,ENSG00000105677.12,+,354.131591796875
41325,chr17,40287878,CDC6,ENSG00000094804.12,+,354.1326599121094
25729,chr10,22316387,COMMD3,ENSG00000148444.16,+,354.150390625
26776,chr10,16817383,RSU1,ENSG00000148484.18,-,354.1652526855469
13794,chr4,121696966,ANXA5,ENSG00000164111.15,-,354.4696044921875
22543,chr8,143018528,LY6E,ENSG00000160932.11,+,354.54443359375
27465,chr10,119596964,TIAL1,ENSG00000151923.18,-,354.56402587890625
33076,chr12,48716707,CCNT1,ENSG00000129315.12,-,354.57122802734375
30782,chr11,108222638,NPAT,ENSG00000149308.17,-,354.62158203125
23599,chr8,144409335,CPSF1,ENSG00000071894.17,-,354.62396240234375
20175,chr7,129144706,TSPAN33,ENSG00000158457.6,+,354.65338134765625
40071,chr16,28211965,XPO6,ENSG00000169180.12,-,354.72589111328125
5091,chr1,244451909,ADSS2,ENSG00000035687.10,-,354.7604675292969
22262,chr8,81280535,FABP5,ENSG00000164687.11,+,354.79949951171875
3487,chr1,43389800,MED8,ENSG00000159479.17,-,354.8907775878906
8815,chr3,10026436,FANCD2,ENSG00000144554.13,+,354.89190673828125
43582,chr17,73232320,FAM104A,ENSG00000133193.13,-,354.90252685546875
50804,chr22,40346528,ENSG00000284431,ENSG00000284431.1,+,354.9691162109375
13893,chr4,145098174,ENSG00000285713,ENSG00000285713.1,-,355.17596435546875
52336,chrX,119871831,NDUFA1,ENSG00000125356.7,+,355.24420166015625
32369,chr12,113185525,RITA1,ENSG00000139405.16,+,355.29248046875
51180,chr22,32412247,RTCB,ENSG00000100220.12,-,355.32025146484375
23171,chr8,81686301,IMPA1,ENSG00000133731.10,-,355.3849182128906
41730,chr17,59155756,PRR11,ENSG00000068489.13,+,355.40875244140625
11511,chr3,142028626,TFDP2,ENSG00000114126.18,-,355.4141845703125
49193,chr20,63272796,ARFGAP1,ENSG00000101199.13,+,355.5594482421875
4954,chr1,224434797,WDR26,ENSG00000162923.18,-,355.56512451171875
